title,pos_text,neg_text,ratingValue,bestRating,hotel
Не відповідає очікуванням,Лише місце розташування.,"Документи для відрядження оформлено не правильно: в рахунок включили туристичний збір. Незрозуміла ситуація з блокуванням коштів і на даний момент вони не повернуті. «Розраховуватися» за номер довелося двічі. Ванна не досить чиста. На деяких деталях наявна іржа, кришка унітазу в плачевному стані.  Звукоізоляція вікон дуже погана.",6.3,10.0,viva.uk.html
"Сподобалось те, що адміністрація готелю швидко реагує на...","Сподобалось те, що адміністрація готелю швидко реагує на можливі проблеми і недоліки. І робить це дуже щиро. В мене під час проживання стався невеличкий прикрий випадок, який був наслідком технічних проблем з бронюванням. І не зважаючи на те, що персонал не зумів швидко вирішити моє питання, в цілому я залишився задоволеним перебуванням в готелі, саме завдяки швидкій та щирій реакції адміністрації. Це дуже правильно.",Nan,9.6,10.0,viva.uk.html
При виїзді з готеля треба чекати поки покоївка перевірить...,Nan,"При виїзді з готеля треба чекати поки покоївка перевірить номер. Це принизливо. 
Пліснява на стелі ванної кімнати і шторка. Шторка доволі гидка.",6.3,10.0,viva.uk.html
"Дуже дуже маленький номер, в ванній не було умивальника",Nan,"Дуже дуже маленький номер, в ванній не було умивальника",6.7,10.0,viva.uk.html
Дуже хороший готель.,Дуже хороший готель. Прекрасне співвідношення ціна-розташування-чистота- професіоналізм. Рекомендую!!!!,Nan,10.0,10.0,viva.uk.html
"1. Наявність паркінгу
","1. Наявність паркінгу
2. Добрий сніданок
3. Зручні кімнати","1. Персонал не розмовляє українською.
2. Поламана неякісна сантехніка",8.3,10.0,viva.uk.html
"Дуже комфортний готель, парковка, домашні улюбленці...","Дуже комфортний готель, парковка, домашні улюбленці вітаються. 
Зручне розташування. 
Прекрасний персонал. 
Чудові сніданки.",Nan,10.0,10.0,viva.uk.html
Ідеальна чистота.,Ідеальна чистота. Сучасне обладнання номерів. Смачний сніданок,Nan,8.8,10.0,viva.uk.html
Сніданок смачний і поживний.,Сніданок смачний і поживний. Смачно і в кафе-буфеті. Дбайливі працівниці. Близько до метра (до метро),"Опалювальний сезон, відай, не почався...",10.0,10.0,viva.uk.html
"Чудовий готель, привітний персонал, смачний сніданок.","Чудовий готель, привітний персонал, смачний сніданок.",Nan,10.0,10.0,viva.uk.html
Все добре))),Все добре))),Nan,7.5,10.0,viva.uk.html
пробурені номери,Nan,пробурені номери,6.7,10.0,viva.uk.html
Зручне розташування,Зручне розташування,Nan,10.0,10.0,viva.uk.html
Більше не бажаю відпочивати тут,"Погано, що сніданки відбуваються біля ресепшені, запахи, сторонні очі ...",У готелі відчутний сторонній запах: пліснява або сигаретний,5.8,10.0,viva.uk.html
Персонал на рецепції чудовий.,Персонал на рецепції чудовий . Дуже смачні сирники на сніданок,Nan,10.0,10.0,viva.uk.html
"Чистота, їжа, персонал ","Чистота, їжа, персонал","Дуже жарко в мансарді, а вікна неможливо було відкрити бо падав дощ",9.6,10.0,viva.uk.html
"Тепло, зручно, великі, зручні номери.","Тепло, зручно, великі, зручні номери. Гарна шумоізоляція.",Вночі зламався бачок у туалеті. Прийшлося перейти до іншого номеру.,7.1,10.0,viva.uk.html
вана кімната - для чого ставити ці не зрозуміли ванночки а не ...,Nan,вана кімната - для чого ставити ці не зрозуміли ванночки а не нормальну кабіну .... відсутнє інформування на державній мові,7.1,10.0,viva.uk.html
Задоволений,"Привітний персонал, смачний сніданок",Nan,10.0,10.0,viva.uk.html
"Тихо, хоч і практично в центрі міста.","Тихо, хоч і практично в центрі міста. Для роботи чи відпочинку - саме те, що потрібно.",Nan,9.6,10.0,viva.uk.html
Чудовий та затишний готель.,"Чудовий та затишний готель.  Відчувається якість у різних деталях, та увага до дрібниць. Дуже приємні та уважні дівчата на рецепції.",Nan,9.2,10.0,viva.uk.html
"Якщо буду в Харкові, то тільки Віва!","Якщо буду в Харкові, то тільки Віва! Щирий персонал, щирі посмішки - щиро дякую! Сподобалось все з самого приїзду, мене зустріли, допомогли з багажем й посилили в просторий й гарний номер з величезним ліжком й плазмою . Кімната світла й сучасний ремонт . Великий сан - узел, приємні банні приналежності . Великий вибір страв й напоїв в кафе, заказ приносять швидко! Й дуже дякую персоналу, дівчатка ви супер!",Все супер!,10.0,10.0,viva.uk.html
Привітний та доброзичливий персонал.,Привітний та доброзичливий персонал. Гарне місце розташування. Просторі та комфортні номера!,"В номері категорії "" люкс "" відчувався запах тютюнового диму: можливо попередні клієнти не дослухалися до вимоги адміністрації щодо недопустимості паління в номерах . електрочайник в готелі з чотирма зірками доводилося просити на ресепшені!",9.2,10.0,viva.uk.html
"Привітний персонал, помірна ціна номеру (акційна).","Привітний персонал, помірна ціна номеру (акційна). Додатковий запасний вихід. Зручне велике ліжко.  Велика трикутна ванна!!!","Бронювання робив заздалегідь на двох осіб . Коли прибув до готелю з дружиною персонал здивовано подивився що я не сам і запитали чи потрібно другий комплект білизни??? Таке враження що в номері пил витирають раз на місяць (ліжко, полички, столи, підвіконня та інші виступи у пилюці). диванчик в номері колись був Біленький, а зараз сіренький і в плямах, його або прибрати або провести хімчистку, бо сідати на нього не дуже приємно.",6.7,10.0,viva.uk.html
Очень удобно местоположение.,Очень удобно местоположение . чистый Уютне номер . В целом очень Уютне отель . приятно и внимательно адміністратор (молодой человек).,"Ресторан вполне Уютне, но находится прямо в Холл . По сути сидиш на ресепшені . завтрак - Винница и пара кусочки ковбаски и сыра . За 55 грн . это малувато . гостинності офіціанток на троячку.",8.3,10.0,viva.uk.html
1. Місцерозташування (5 хвилин від метро).,"1. Місцерозташування (5 хвилин від метро). Поруч головний автовокзал. 2. Заселення провели раніше, за 2 години від вказаного часу безкоштовно.",1. Низька звукоізоляція вхідних дверей.,9.2,10.0,viva.uk.html
"Чисто, аккуратно, Сметливый персонал.","Чисто, аккуратно, Сметливый персонал . Стильно оформлення номера . просторо . останавливаться уже не первый раз . хорошая и подобная мебель.",слаба скорость интернет плохое покрытия WiFi . В люкс номер нет чайника и тайных принадлежности . слаба шумоізоляція склопакетів.,9.2,10.0,viva.uk.html
"розташування, ціна по Genius із 50% знижкою, якісний...","розташування, ціна по Genius із 50% знижкою, якісний інтернет, велика ванна кімната і ванна у ній","відсутність сніданку як такого (набори по меню, якість і собівартість - жах), меблі і ремонт - в найкращих традиціях совка, персоналу начхати на тебе бо ""у кожного своя робота""... я навіть не уявляю звідки у них думка про 4*",6.3,10.0,viva.uk.html
Все до вподоби.,"Все до вподоби.Просторий номер,зручне ліжко.",Nan,8.8,10.0,viva.uk.html
Сніданок не входить у вартість проживання.,Nan,Сніданок не входить у вартість проживання. І про це повідомляють тільки після сніданку...,5.8,10.0,viva.uk.html
Location,Location,Agustin Breakfast Not so clear room Decoration and Future looks WOR I Count pay by card!!!,5.0,10.0,viva.uk.html
не было бесплатно карты города (центра).,Nan,не было бесплатно карты города (центра). Большая карта за доплату,7.1,10.0,viva.uk.html
Хороший большой номер.,Хороший большой номер.,Завтрак не понравился.,10.0,10.0,viva.uk.html
Великий комфортний номер (423),Великий комфортний номер (423),сніданки білуваті,10.0,10.0,viva.uk.html
"Дуже добре відпочив, позитивні враження)","Відмінний персонал, сподобалося що є балкон, зручне приміщення)",Nan,7.9,10.0,west.uk.html
Все класний,Все класний,Нічого,10.0,10.0,west.uk.html
Футбол,Великі і просторі кімнати і ліжка,В номері номер 2 було накурено,7.5,10.0,west.uk.html
Співвідношення ціна-якість - ідеально дотримано,"Дуже привітний персонал. Чисто та затишно. Дуже рятував кондиціонер.
На наступний раз також буду зупинятися тут.",Немає,10.0,10.0,west.uk.html
"Приватна парковка,велика ванна кімната.","Приватна парковка,велика ванна кімната.Великий телевізор.","Запах від цигарок по всьому номері,і постіль також.Рушники і постіль сумнівної свіжості.",5.8,10.0,west.uk.html
нормальное местоположение,нормальное местоположение низка цена закрыта парковка,В соседней номер все ночь орали буйне посетители...кровать и подушка оставляет делать лучшего ...,4.2,10.0,west.uk.html
"парковка, територія закрита, свіжий ремонт, ціна, персоналу...","парковка, територія закрита, свіжий ремонт, ціна, персоналу не байдуже",за цю ціну недоліків не побачив,9.6,10.0,west.uk.html
Дуже бюджетна якість,"Просторий номер, тиша, тепло в кімнаті.","Персонал був не в курсі мого бронювання через сайт . Рушники та постільна білизна такого кольору, що не зрозуміла їх чистота . В ванній зламані гачки для рушників, плитка на стінах брудна . душевна кабіна вся у вапна . Гарячої води не було.",6.7,10.0,miami.uk.html
Сподобалося все.,"Сподобалося все. Приємні дівчата на ресепшені, просторі та чисті номера.",Nan,9.6,10.0,miami.uk.html
Просторі кімнати,Просторі кімнати,Nan,10.0,10.0,miami.uk.html
"Якщо хочете зіпсованого настрою та походу до венерології, то їдьте","Нiчого .... жiноча - адмін старалась, як могла .... навiть снiданок готувала .... але це нiяк не вирiшує проблем того Свидника за 550 грн за сутки...аж блювати хочеться.","Те що Букін стало мiсцем для пройдисвітів та аферистів . По - перше: було вказано, що 200 м . Вiд метро, а реально 1 км по дикi мiсцевостi з розбитою дорогою . Друге: в кiмнатi температура вночi 27 гр . 3 . - сiтку на вiкна вiд комарів вiдсутнi...Комар кусали всю нiч . 4 . сантехніка стара та розвалюються . 5 . В найкращих номерах холодильника нема . 6 . Ремонт старий, страшний та вбитий . 7 . посильне старе 8 . кровать та пластмаси старi . 8 . Мабуть заклад для того, щоб Шалава возити (там i баня э). 9 . Рахунки за проживання якiсь Лiвiї . 10 . Боюсь якби звідтіль сифілісу не привезти.",3.3,10.0,domashnii-uiut-khar-kov.uk.html
Робоча поїздка,Наявність бані та можливість замовити поїсти у помешканні.,Відношення попередніх гостей до помешкання.,7.1,10.0,domashnii-uiut-khar-kov.uk.html
"Привітний персонал, чудове співвідношення ціна-якість.","Привітний персонал, чудове співвідношення ціна-якість.",Відсутність вікон у номері,8.8,10.0,domashnii-uiut-khar-kov.uk.html
"Треш повний, води нема, тільки з умивальника, та й душ такий ...",Nan,"Треш повний, води нема, тільки з умивальника, та й душ такий що страшно туди ступити . Більше схоже на бордель",3.3,10.0,domashnii-uiut-khar-kov.uk.html
"Хороший і головне чистий готель за свою ціну, але додаткових послуг не очікуйте","Гарний, зручний та чистий номер з балконом, наявні косметичні засобі, зручні шафки для зберігання та організації речей. Сусідів було не чути, ніхто не заважав, загалом приємна атмосфера. Затишний готель у цілому, знаходиться у приватному секторі.","Попри розташування, готель не тихий - поруч Шумана вулиця, готель - одночасно мийка і шиномонтаж - це теж впливає на рівень шуму . Персонал рідко буває на місці, спілкується неохоче, про додаткові послуги не розповіли та не запропонували . У ресторані обмежена кількість страв, малий їх вибір, сам ресторан такий "" містечковий "" (у поганому сенсі).",7.5,10.0,felisa.uk.html
Гарний готель. Рекомендую.,Чисто. Тихо.  Гарний номер. Гаряча вода цілодобово. Чиста білизна. В ресторані смачно готують.,Ресторан відчиняється о 10.00. Нам треба було виїхати раніше. Поснідати не вдалося.,8.3,10.0,felisa.uk.html
Задоволений та вдячний. Рекомендую.,"Сподобались чистота, рівень комфорту та робота персоналу. Всі без виключення дуже чемні та доброзичливі. Номер дуже комфортний та затишний. Чудово те, що в готелі є бібліотека. Взагалі задоволений. Дуже вдячний персоналу!","Відсутність в номері холодильника, мікрохвильовки та пральної машини. Трохи заважає гучна музика з ресторану. Взимку не дуже зручно  діставатись від станції метро до готелю. Трамвай їздить 1 раз на 20-25 хвилин. Одного разу чекав на нього 42 хвилини! Але це вже не претензія до готелю.",8.3,10.0,felisa.uk.html
Номер який ми забронювали не був готовим.,"Номер який ми забронювали не був готовим. Нам надали взамін набагато кращий номер без додаткової оплати. Дуже приємний персонал. Їжа в ресторані смачна, порції великі та доступні ціни.",Nan,9.2,10.0,felisa.uk.html
Дуже все гарне.,"Дуже все гарне . Персонал привітний, що перед заїздом, що після виїзду речі безкоштовно лишали на ресепшені . В самому готелі, дуже затишно та чисто . Увечері, коли повернулися, мали можливість, компанією, посидіти за столиком, біля їхньої бібліотеки, та обговорити як пройшов день.",Трішки важкувато від метро . Йти 15-20 хв.,9.6,10.0,felisa.uk.html
Відповідає заявленій ціні та якості.,Баня прямо в готелі. Ситна їжа.,"В ресторані кількість телевізорів просто зашкалює . Та частина корпусу де були наші номери була не зовсім підготовлена до заїзду (наприклад не працювали коридорна лампочки), але персонал все швидко виправив.",9.2,10.0,felisa.uk.html
Я зупиняюсь в готелі вже втретє.,"Я зупиняюсь в готелі вже втретє. Мене все влаштовує. Я подорожую автомобілем, тому проблеми з транспортом не мав",Все було добре,9.6,10.0,felisa.uk.html
Good place to stay!!,"Дуже затишне місце. Чистий і комфортний номер. Привітний персонал. Заселили набагато раніше часу поселення, за що дуже вдячні!",Nan,9.6,10.0,felisa.uk.html
Бачила Тараканів,Nan,Бачила Тараканів,6.7,10.0,felisa.uk.html
Дуже привітний персонал. В готелі затишно та гарний дизайн. Рекомендую!,В готелі є можливість замовити сніданок.,Nan,10.0,10.0,felisa.uk.html
"все сподобалось , вдруге тут зупинялись.","все сподобалось , вдруге тут зупинялись. Персонал привітний. Зосталося враження ""про тебе тут турбуються""",Nan,9.2,10.0,felisa.uk.html
Затишні та чисті кімнати.,Затишні та чисті кімнати. Вид з вікна номера 306. Приємна атмосфера закладу,Nan,7.1,10.0,felisa.uk.html
Все сподобалось,Nan,Все сподобалось,9.5,10.0,felisa.uk.html
Норм,Відношення персоналу,важкувато від центру,6.7,10.0,felisa.uk.html
"У цілому, дуже добре",Nan,Сніданок відсутній,8.8,10.0,felisa.uk.html
Все дуже гарно та на рівні.,Все дуже гарно та на рівні.,Nan,8.8,10.0,felisa.uk.html
Ідеально підходить для бізнес подорожей,Ідеально підходить для бізнес подорожей,Nan,10.0,10.0,felisa.uk.html
"Сніданок, в звязку з раннім виїздом видали у вигляді сухого...","Сніданок, в звязку з раннім виїздом видали у вигляді сухого пайку, що залишило приємні відчуття. Знаходиться у парковій зоні, велика автостоянка, вночі було прохолодно, тому кондиціонер вирішив дане питання. Рекомендую.",Nan,10.0,10.0,britaniya.uk.html
Треба більш уважно підбирати персонал,"Адміністратор готелю Меліса неперевершена, перекривала усі мінуси інших","Обслуговування на барі ресторану, сніданки не дуже, навіть одного разу не вистачило декількох блюд, лишилися неїстівні сосиски(",7.5,10.0,britaniya.uk.html
сподобалось все!,"Дуже гарний готель, приємний і уважний персонал . Парк, у якому розташований готель, вразив: гарне місце для прогулянок, чисте повітря і неймовірні види на водосховище . Дуже сподобався інтер'єр ресторану, особливо лицарський зал . Сніданок був смачним . Готель раджу всім!",Nan,10.0,10.0,britaniya.uk.html
"Ресторан - не їжа, а антураж, стиль.","Ресторан - не їжа, а антураж, стиль. Чистий басейн.","Низькі ліжка - відчуття ніби на підлогу лягає, відсутність штор - поламані жалюзі, через які видно сусідські приміщення.",4.2,10.0,britaniya.uk.html
Все було чудово,"Розташування, чистота, персонал, загальна атмосфера супер.",Nan,10.0,10.0,britaniya.uk.html
Чудовий персонал працює на ресепшн!,Чудовий персонал працює на ресепшн!!,Nan,8.3,10.0,britaniya.uk.html
ціна відповідає якості! Не рекомендую!,чисто,"мало каналів на тв, пізній сніданок після 08:15, тонкі стіни і стеля (пів ночі чув як розмовляють та кохаються сусіди, під'їзд жахливий.",6.3,10.0,britaniya.uk.html
"Територія, розташування, природа, стилістика готелю","Територія, розташування, природа, стилістика готелю","Холодно в номері, Одноманітні сніданки",8.3,10.0,britaniya.uk.html
Цена качество відповідає,Сніданок дуже смачний і ліжко дуже комфортне,Мені все сподобалось,8.3,10.0,britaniya.uk.html
Сніданок,Nan,Сніданок,7.5,10.0,britaniya.uk.html
"було зібрано більше грошей, ніж це було, і мене обманули",Muza Prestel,cena Kano mnie i soprano Wiese,5.4,10.0,britaniya.uk.html
"гарне розташування , привітний персонал, в номері чисто.","гарне розташування , привітний персонал, в номері чисто.",Якість WI-FI.,9.2,10.0,britaniya.uk.html
Неочікуваною була вимога розрахуватись за користування...,Nan,Неочікуваною була вимога розрахуватись за користування басейном. А загалом все ок!,9.2,10.0,britaniya.uk.html
Обслуговування в ресторані,Nan,Обслуговування в ресторані,9.6,10.0,britaniya.uk.html
"перші два візита були дуже позитивними, але останній раз моя...","перші два візита були дуже позитивними, але останній раз моя колега, директорка, получила негативне враження . На її прохання їй видали додаткову ковдру яка була дуже дуже дуже брудною . Жах у тому що ми не получили та не відчули вибачень, і ця ковдра перекреслила усі попередні приємні враження.","не дуже привітна адміністратора яка працювала 12 та 13 грудня, брудна білизна.",6.7,10.0,pletnevskiy-inn.uk.html
кухня смачна.,"кухня смачна. Сирники неперевершені, як завжди.","на третьому поверсі зранку була відсутня вода . дзвінок на ресепшн не допоміг, мені було сказано, що в готелі багато мешканців, тож почекайте, вода з'явиться . Це був дуже неприємний момент.",7.9,10.0,pletnevskiy-inn.uk.html
Просто в центрі Харкова з доступом до всіх вигод і видовищ цього чудового міста.,"Чудове розташування, приємна атмосфера. Несподівано цікавий ресторан.","Вид з вікна точно міг би бути кращий - якби вікно виходило деінде, а не туди, куди воно виходить.",10.0,10.0,pletnevskiy-inn.uk.html
"Комфортне ліжко, бездоганна чистота санвузла, затишно, ...","Комфортне ліжко, бездоганна чистота санвузла, затишно, зручно.",Кондиціонер розташований безпосередньо навпроти ліжка і залишити його увімкненим вночі неможливо(((,10.0,10.0,pletnevskiy-inn.uk.html
При виїзді з готелю нас тримали декілька хвилин «для...,Nan,"При виїзді з готелю нас тримали декілька хвилин « для перевірки покою » . Вже дома ми побачили, що бракує зарядки до телефону, що залишилась в розетці кімнати . Ось така « перевірка »...P . S . Поряд з ліжком лише одна розетка . Подорожуючи сім'єю змушені будете її ділити.",7.1,10.0,pletnevskiy-inn.uk.html
Приємний персонал.,"Приємний персонал. Був ранній виїзд - вчасно оформили всі документи на відрядження, розбудили, викликали таксі, підготували в дорогу сніданок. Готель зовсім близько від центральної частини Харкова, а водночас у спокійному тихому місці.",Номер дещо затісний. Основну частину займає ліжко. Вікно - у внутрішній колодязь,8.8,10.0,pletnevskiy-inn.uk.html
За умов вдосконалення сніданків може бути рекомендований,"чуйний та привабливий персонал, не погане розташування, великі номери","Сніданок повільний, вибір стандартизований, не викликає захоплення, потребує вдосконалення",7.9,10.0,pletnevskiy-inn.uk.html
Poor Breakfast menu,Nan,Poor Breakfast menu,7.5,10.0,pletnevskiy-inn.uk.html
"Приємний та ввічливий персонал, чисті та комфортні номери, ...","Приємний та ввічливий персонал, чисті та комфортні номери, хороший інтернет, смачний сніданок . Рекомендую",Все супер,10.0,10.0,pletnevskiy-inn.uk.html
"Розташування, інтер'єр, персонал і кухня - задоволена усім.","Розташування, інтер'єр, персонал і кухня - задоволена усім . Дякую.",Nan,10.0,10.0,pletnevskiy-inn.uk.html
Відсутність паркінгу.,Nan,Відсутність паркінгу.,8.3,10.0,pletnevskiy-inn.uk.html
Брудний ковролін на сходах,Nan,Брудний ковролін на сходах,7.5,10.0,pletnevskiy-inn.uk.html
Тут вже вдруге.,Тут вже вдруге . Все сподобалося . сніданок супер . Розташування зручне . Номери комфортні . Рекомендую!,Nan,10.0,10.0,pletnevskiy-inn.uk.html
"Привітний персонал, бездоганна чистота, зручне місце","Привітний персонал, бездоганна чистота, зручне місце",Nan,10.0,10.0,pletnevskiy-inn.uk.html
Ще б приїхав,"Все добре. Смачний сніданок, хороша кава. Зручне ліжко.",Nan,10.0,10.0,pletnevskiy-inn.uk.html
"Дуже хороший готель, чистий і затишний, Європейський рівень...","Дуже хороший готель, чистий і затишний, Європейський рівень якості.",Nan,9.6,10.0,pletnevskiy-inn.uk.html
Все чудово!,"Сніданок перевищив мої очікування, величезна порція)",Все було надзвичайно,10.0,10.0,pletnevskiy-inn.uk.html
"Розташування, чистота, обслуговування","Розташування, чистота, обслуговування",Все відмінно,10.0,10.0,pletnevskiy-inn.uk.html
все окей,все сподобалося,"урізноманітнити сніданок (овочі, фрукти, горішки)",9.6,10.0,pletnevskiy-inn.uk.html
"гарний сучасний номер зі всім необхідним - рушники, шампуні,...","гарний сучасний номер зі всім необхідним - рушники, шампуні, гелі, халат, тапки, фен і т.д., прекрасний сніданок - перебування було супер",Сподобалося все,10.0,10.0,mirax-boutique.uk.html
"Кімната чиста, комфортна.","Кімната чиста, комфортна. Зручні ліжка, чиста, свіжа постіль. Кондиціонер, телевізор, бар все сприяє гарному відпочинку. Сніданки своєчасно подають у номер. Їжа смачна та свіжа. Єдиним недоліком, на мою думку, є відсутність функціональних вікон.",Nan,10.0,10.0,mirax-boutique.uk.html
Дуже чиста постіль та приємний персонал.,"Дуже чиста постіль та приємний персонал. 
Відносно нормальне місце розташування, 
Недалеко від метро.",Nan,7.1,10.0,mirax-boutique.uk.html
Персонал ,Персонал,Nan,10.0,10.0,mirax-boutique.uk.html
Чудовий сніданок на чудовій літній терасі ,Чудовий сніданок на чудовій літній терасі,Сильний шум машин за вікном.,8.8,10.0,mirax-boutique.uk.html
"Чисто, просторо, комфортно і досить затишно.","Чисто, просторо, комфортно і досить затишно. Задоволений)",Nan,9.6,10.0,mirax-boutique.uk.html
Гарний дизайн.,"Гарний дизайн. Є парковка, Сніданок. Привітний персонал.",Все добре.,7.5,10.0,mirax-boutique.uk.html
"Місце розташування
","Місце розташування
Сніданок
Персонал","Відсутність охорони в готелі, через чорний хід в готель в туалет заходив БОМЖ.",9.6,10.0,mirax-boutique.uk.html
Чистота.,Чистота. Привітний персонал.,Шум від машин,8.8,10.0,mirax-boutique.uk.html
"Розташування, близько до центру.","Розташування, близько до центру. Привітний персонал.","Гучний кондиціонер у ночі не дає спати, а без нього холодно.",7.1,10.0,mirax-boutique.uk.html
Все супер!!!!Чудовий сніданок,Все супер!!!!,шумоізоляція вікон поганенька - чути як їздить трамвай ....,9.2,10.0,mirax-boutique.uk.html
Дуже гарний інтер'єр та привітний персонал.,Дуже гарний інтер'єр та привітний персонал.,Є проблеми з гарячою водою,8.8,10.0,mirax-boutique.uk.html
Холодно у Холлі.,Nan,Холодно у Холлі . Погані умови праці для адміністратора . Керівництво знущається над персоналом?,7.9,10.0,mirax-boutique.uk.html
Хочеться відпочивати в такому місці,"Дуже сподобалось відношення персоналу до своїх гостей. Також великою перевагою було те, що я мала можливість скористатись тренажерним залом та басейном.",Nan,10.0,10.0,etoile.uk.html
"Привітний персонал,смачні сніданки,затишний номер","Привітний персонал,смачні сніданки,затишний номер",Nan,10.0,10.0,etoile.uk.html
"Дуже чисто, дуже чемний персонал.","Дуже чисто, дуже чемний персонал. Дякую!",Nan,9.6,10.0,etoile.uk.html
Прийнятно,Nan,Вигляд з вікна . несмачні м'ясні страви з печі.,6.3,10.0,etoile.uk.html
Готель залишив теплі враження про себе й обов'язків бажання приїхати знову.,"Готель розташований дуже вдало, стадіон пройтись пішки, центр/автовокзал 5 хв. й 15 хв. аеропорт - проїхатись. Номери чисті. В наявності всі необхідні засоби гігієни. Сніданки були дуже смачні й головне актуальні.",Nan,9.6,10.0,hotel-kiroff.uk.html
- гарні кімнати та персонал ,"- гарні кімнати та персонал - приємний готель - чисто, нові меблі - наявність чайнику в кімнаті - гарний душ","Сніданки: 1. готуються дуже довго, навіть при попередньому замовленні 2. одноманітні (щодня одне й те саме) та не логічні (бульйон та шашлик на сніданок, наприклад).  Розташування (до центру далеко): 1. навколо не має нічого (нормальних кафе чи ресторанів, місць для прогулянок, нормального магазину",8.8,10.0,hotel-kiroff.uk.html
Перевершили сподівання.,"Реально не очікував такої якості! Сніданок перевершив мої очікування. Атмосфера чудова, номер просторий. В ресторані працюють чудові адміністратор та офіціанти! Дуже смачна кухня і дійсно не треба кудись йти ввечері щоб шукати кухню - тут все чудово та смачно!","Не має серйозних зауважень але якщо б на ресепшн ще навчились посміхатись кожного разу коли до них звертаєшся - була б 10 з + . Коли втомленим прибуває на поселення після довгої дороги, хочеться бачити усміхнене обличчя . Хоча і так готель дуже вразив!",9.6,10.0,hotel-kiroff.uk.html
Достатньо великий номер.,Достатньо великий номер.  Чисто. Гарні сніданки.,Шумоізоляція номерів. А також відсутність в душі поличок для засобів гігієни.,8.3,10.0,hotel-kiroff.uk.html
"Чисті номери, привітний персонал та дуже хороший сніданок!","Чисті номери, привітний персонал та дуже хороший сніданок! 👍",Nan,9.6,10.0,hotel-kiroff.uk.html
Добре,Сніданок був смачним,"Вікна дуже прохолодні, і потрібно було вмикати кондиціонер на тепло",7.1,10.0,hotel-kiroff.uk.html
було комфортно та затишно,Сніданок прекрасний!!!,Nan,7.5,10.0,hotel-kiroff.uk.html
Чудові номери та привітний персонал.,"Чудові номери та привітний персонал. Сніданок просто чудовий, рекомендую!",Nan,10.0,10.0,hotel-kiroff.uk.html
Порадували хороші сніданки і чудові номери.,Порадували хороші сніданки і чудові номери. Рекомендую для ділових поїздок.,Вид з вікна. Але він не був важливим.,8.8,10.0,hotel-kiroff.uk.html
Все дуже класно.,Все дуже класно.,Nan,10.0,10.0,hotel-kiroff.uk.html
"Сніданок сподобався, достатній вибір страв.","Сніданок сподобався, достатній вибір страв. Чистота номеру на високому рівні. Привітний персонал","Дуже чутно трамвай який проїжджає повз отель, що не давало можливості спокійно спати зранку.",7.5,10.0,hotel-kiroff.uk.html
"Сподобалось абсолютно все, окрім розташування.","Сподобалось абсолютно все, окрім розташування. Чисті номери, приємний персонал, смачний сніданок.","Поряд с готелем знаходяться трамвайні лінії, тому постійно чутно коли проїжджає трамвай",9.6,10.0,hotel-kiroff.uk.html
"Усе непогано, але найбільше запам'яталися розкішні сніданки, ...","Усе непогано, але найбільше запам'яталися розкішні сніданки, що входять у вартість номера.","Невеликі проблеми з електронним замком. Крім того, він блокується задовго до 12 дня у день виселення, що може створити незручності і певний дискомфорт.",9.2,10.0,hotel-kiroff.uk.html
Робота персоналу.,Робота персоналу. Сніданок. Сам готель і ціна.,Трамвай поряд і цей раз помітив різке зниження якості роботи ресторану(крім сніданку). Все було несмачно і на вечерю і на обід. Мабуть звільнився шеф-повар.,10.0,10.0,hotel-kiroff.uk.html
Свой Отзыв про отель оставила прошлый раз.,"Свой Отзыв про отель оставила прошлый раз . В этот раз решила отдать в отелей . заказано мною блюда (Карпаччо, шпинат с кадровими орденами, Панайота и коктейль) были приготовлені на высшем уровне . Через пару недель опять командировку в Харьков . планируют остановиться в этом же отелей.",Nan,10.0,10.0,hotel-kiroff.uk.html
