title,pos_text,neg_text,ratingValue,bestRating,hotel
Дуже гарно,"Сніданок смачний, широкий вибір, зміна рушників кожен день, привітний персонал","п'яні турки розмовляли всю ніч на коридорі, а їм ніхто не робив зауваження (маю на увазі охорону).",10.0,10.0,hotel-arkadia-od.uk.html
Кожен день міняли рушники та проводили прибирання.,Кожен день міняли рушники та проводили прибирання.,"Відсутній кондиціонер та телевізор у 2 кімнаті.
Диван бажає заміни.
Немає постійного паркувального міста для машини.",5.4,10.0,hotel-arkadia-od.uk.html
добре,"Сподобалось, що в номері була кухня і можна було приготувати сніданки самому. Чисто і зручно в  ванній  кімнаті ,","Не сподобалося, що диван в кухні був незручний (поламаний), немає темних штор- це також певний дискомфорт - світило сонце в кімнату, бачили тарганів.",7.1,10.0,hotel-arkadia-od.uk.html
Заселили у номер  об 11.,Заселили у номер  об 11.00 ). розташування. персонал,номер знаходився на 6 поверсі . з 1000-2000 в номері пропадала вода (холодна і гаряча). в інші години такої проблеми не виникало,8.3,10.0,hotel-arkadia-od.uk.html
Розташування ,Розташування,"Не комфортно для відпочинку (відсутність штор на вікні, погане провітрювання) гучність звуків у коридорі, непрофесійність персоналу на рецептурні . Відсутність по факту парковки.",3.8,10.0,hotel-arkadia-od.uk.html
"найжахливіше, що може бути під час відрядження, коли немає чим дихати та не дають відпочити вночі.","Терплячий, як для Одеси, персонал.","Один номер був жахливим на 5 поверсі з вікном у стелі . Інший - над банкетний залом . Від страшенного рохкання колонок підскакував унітаз, від унітазу періодично відходили шланги і злив не працював.",3.3,10.0,hotel-arkadia-od.uk.html
Якщо вам потрібне тільки хороше розташування і більш менш нормальні умови то варіант не поганий.,В принципі в номері було чисто і практично новий ремонт. Також хороше розташування біля Аркадії.,"Дуже погана шумоізоляція, все що робиться в коридорі чутно наче в тебе в номері. Це заважало спати вночі так як сусіди були якісь араби які тільки й робили що ходили з кімнату в кімнату і грюкали дверми і кричали щось на своєму.  При заселенні нас не могли заселити через якусь поломку програми при тому що це було 3 години ночі. Ну ми пішли прогулятися до моря і о 5 коли ми повернулися нас поселили. До когось іншого в кімнату)) Заходимо лежать речі, новий айфон але в номері нікого не було. Дівчина на рецепції просто сказала що натиснула випадково не ту клавішу.",5.4,10.0,hotel-arkadia-od.uk.html
Проживанням  задоволені.  Плануємо  ще  раз  зупинитися у  червні,Чудове розташування . Хвилин 15 до моря . Після виселення нам дозволили залишити валізи у камері схову.,Сигнал  Wi-Fi у  номері  був дуже  слабкий.,9.6,10.0,hotel-arkadia-od.uk.html
"кращі номери на верхніх поверхах, як виявилось -  там робили ремонт","непогане місце розташування, мабуть..і все","душова кабіна зі шторкою з тканини, сантехніку пора вже замінити . сніданки затягує відсутність то води, то зерна у автомашині - довго треба чекати на персонал у столовій залі, щоб замінили.",4.6,10.0,hotel-arkadia-od.uk.html
"Буду із задоволенням рекомендувати готель ""Аркадія"" своїм друзям і знайомим.","У готелі сподобалось абсолютно все! В минулому році були проблеми зі сніданками - було все не смачно, не естетично, тому ходили снідати у кафе по сусідству. Цього разу сніданки можна оцінити на ""відмінно"". Молодці!",Nan,10.0,10.0,hotel-arkadia-od.uk.html
"Персонал привітний
",Персонал привітний Досить чисто Співвідношення ціна - якість дуже хороша (брали стандартний номер Твін) Близько до моря Є безкоштовний інтернет в номері,"Ночували 2 дні, одного вечора не було гарячої води На ресепшені сказали відкрити крани, щоб стікала холодна вода, а якщо не буде, то зранку викличуть держслужбу Ввечері води так і не було А з самого ранку вже появилася.",8.3,10.0,hotel-arkadia-od.uk.html
Все чудово=),Все чудово=),Nan,10.0,10.0,hotel-arkadia-od.uk.html
Все добре.,Розташування дуже зручне. Привітний персонал.,Nan,7.9,10.0,hotel-arkadia-od.uk.html
"дуже затишно, чисто, чудова білизна, зручне ліжко, смачні...","дуже затишно, чисто, чудова білизна, зручне ліжко, смачні сніданки все дуже сподобалось",Nan,10.0,10.0,hotel-arkadia-od.uk.html
Оптимальне співвідношення ціна/якість,Наявні всі речі для комфортного проживання родини з 3 осіб.,Nan,10.0,10.0,hotel-arkadia-od.uk.html
задовільно,"сніданок дуже споживаний, кафе дуже хороше","Нема балкони, нема вида з окна, нема полотен",6.7,10.0,hotel-arkadia-od.uk.html
сніданок дуже сподобався,сніданок дуже сподобався,відсутність води в готелі. По приїзду не було чим помитися в спеку +33 градуси.,6.7,10.0,hotel-arkadia-od.uk.html
Дві доби не було теплої води!,Nan,Дві доби не було теплої води!!!,7.5,10.0,hotel-arkadia-od.uk.html
Гарний варіант для транзиту. ,"Все. Гарні умови, але можна додати трохи умов для сервісу",Відсутність басейну. Дороге харчування.,7.1,10.0,hotel-arkadia-od.uk.html
Може бути. ,Те що міняли рушники кожен день,"Відсутність обіцяного сейфа.
Відсутність балкона...",5.8,10.0,hotel-arkadia-od.uk.html
Літній відпочинок!,"Все на висоті, я поставив би готелю не *** а ***** зірок!","Все було чудово, єдине немає балкона!",10.0,10.0,hotel-arkadia-od.uk.html
Хороше розташування та привітний персонал ,Хороше розташування та привітний персонал,"Якість номерів, все в дуже поганому стані.",6.7,10.0,hotel-arkadia-od.uk.html
Дуже сподобалося,Номер економ класу був набагато краще ніж економ!,Недостатня шумоізоляція,10.0,10.0,hotel-arkadia-od.uk.html
Позитивні враження. Дякуємо за прийом.,"Кондиціонер в номері, холодильник","У кімнаті з 3 ліжками не має стола, 1 крісло.",7.5,10.0,hotel-arkadia-od.uk.html
Сподобалось все. Буду наступний раз зупинятися в цьому готелі.,"Чудове розташування, чистий номер, привітний персонал . Смачний та різноманітний сніданок "" шведський стіл "".",Nan,9.6,10.0,hotel-arkadia-od.uk.html
Гарний сніданок,Гарний сніданок,В конференц-залі № 3 чути як зливають воду в сусідній кімнаті . Це відволікало від роботи.,9.2,10.0,hotel-arkadia-od.uk.html
"Комфортний чистий номер, привітний персонал і зручне...","Комфортний чистий номер, привітний персонал і зручне розташування.","Потужне опалення, дуже задушливо у номері",7.5,10.0,hotel-arkadia-od.uk.html
На своїх прощі добре.,Nan,Працював тільки один канал на телевізорі.,7.5,10.0,hotel-arkadia-od.uk.html
Прибирання номеру.,Nan,Прибирання номеру . Інколи покоївка не виносила сміття . Раковина постійно закривалась і її ніхто не відмивав взагалі,7.5,10.0,hotel-arkadia-od.uk.html
Стандарт на двох малого розміру.,Nan,"Стандарт на двох малого розміру . Не чисте, у плямах Ковров покриття.",7.1,10.0,hotel-arkadia-od.uk.html
"м'яке ліжко, м'яка ковдра, приємні обоїх в номері, на моє ...","м'яке ліжко, м'яка ковдра, приємні обоїх в номері, на моє прохання мені надали тихий номер",По ТБ було тільки 4 канали (місцеві і bbc ),10.0,10.0,hotel-arkadia-od.uk.html
Ціна = якість.,Ціна = якість.,Не дуже чисто.,6.7,10.0,hotel-arkadia-od.uk.html
"В цілому враження позитивні,дивлячись на цінову пропозицію,плюс мінус відповідає на статус 3*",Привітний персонал!,Загальний стан номеру. Була зламана душова і кондиціонер (але кондиціонер відразу після запиту полагодили),6.3,10.0,hotel-arkadia-od.uk.html
Розташування готелю.,Розташування готелю.,Nan,7.1,10.0,hotel-arkadia-od.uk.html
"Чудовий готель , в номері є всі зручності .","Чудовий готель , в номері є всі зручності . Номер чистий . Поряд пляж Аркадія , супермаркет, кафе .",Nan,10.0,10.0,hotel-arkadia-od.uk.html
все гаразд «нада брать» :),все чисто охайно !,погано працює злив у душі в номері,9.6,10.0,hotel-arkadia-od.uk.html
соромно мати такий рівень сервісу при такій ціні.,Розташування,"Таракан, грязные номера.",3.8,10.0,hotel-arkadia-od.uk.html
"Персонал на рецепції, відношення до клієнтів",Nan,"Персонал на рецепції, відношення до клієнтів",5.5,10.0,hotel-arkadia-od.uk.html
"чистий номер,зручне розташування,є парковка для авто","чистий номер,зручне розташування,є парковка для авто","приїхали об 11 годині і змушені були чекати до 15 години  ,щоб вселитися",8.8,10.0,hotel-arkadia-od.uk.html
ТАРГАНИ,Nan,"Не працював кондиціонер, в номері були ТАРГАНИ",3.3,10.0,hotel-arkadia-od.uk.html
Мені було комфортно.,Nan,в сейфі виявили сміття від попередніх відвідувачів.,8.8,10.0,hotel-arkadia-od.uk.html
На шостому поверсі з шостої ранку в службові двері не...,Nan,На шостому поверсі з шостої ранку в службові двері не спиняється галасливий потік співробітників.,6.7,10.0,hotel-arkadia-od.uk.html
Зручний отель недалеко від моря.,"Зручний отель недалеко від моря. Все скромно, але співвідношення ціна/якість - чудові. Отель в 10-12 хвилинах пішки від центральної алеї Аркадії.",Nan,8.3,10.0,hotel-arkadia-od.uk.html
Вдруге не оберу цей готель,Nan,"Погана звукоізоляція, плями на килимовою покритті, прохолодне ставлення персоналу до побажань гостей",5.4,10.0,hotel-arkadia-od.uk.html
Все ,Все,Nan,10.0,10.0,hotel-arkadia-od.uk.html
"Чистота, привітність персоналу, тиша в номері ","Чистота, привітність персоналу, тиша в номері",Nan,9.2,10.0,hotel-arkadia-od.uk.html
"Гарне розташування, чистий готель, персонал (напевне, як і...","Гарне розташування, чистий готель, персонал (напевне, як і всюди в Одесі, специфічний, але не критично), щоденне прибирання.","Ліжко Шепілов, поселення затримали, ціна з Букіна не співпадала із тою, яку хотів готель (але це вирішили за 10 хв і все ж Букін був правий :) ) )",8.3,10.0,hotel-arkadia-od.uk.html
Близько до моря,Близько до моря,"Прибирання! Воно обмежувалось лише заміною рушників . Мило та шампунь по використанні при прибиранні не ставили . постільну білизну не міняли . На 5 день перебування попросили безпосередньо покоївку замінити постіль . Нам пообіцяли це зробити, навіть назначили годину . Повернувшись ввечері в номер, ми застали тужу саму стару постіль . килимове покриття номеру також не пилососи . Щоб щось попросити в номер з ресторану - наприклад виделки, потрібно було залишати залог.",6.7,10.0,hotel-arkadia-od.uk.html
"дуже привітний персонал, в номері прибирали кожного дня, вай...","дуже привітний персонал, в номері прибирали кожного дня, вай Фай в номері дуже добре тягне . до моря іти 15 хв . все що необхідно для хорошого і бюджетного відпочинку )","поламався кондиціонер в номері, нажаль так і ніхто не відремонтував",8.3,10.0,hotel-arkadia-od.uk.html
"Номери чистенькі, світлі.","Номери чистенькі, світлі.","Забронювали номер, а коли приїхали, нам сказали, що можливо номера не буде. Поселили лише через 40 хв. Але добре, що взагалі поселили.",7.1,10.0,hotel-arkadia-od.uk.html
Сподобалось все окрім того що не сподобалось) Тож 8 з 10...,Сподобалось все окрім того що не сподобалось) Тож 8 з 10 балів.,"При заселенні замість номера Твін, отримали номер з одним двоспальне ліжком . Проблему досить швидко усунули, переселившись в інший номер . Проте він виявився не готовим до заїзду і довелося чекати 10 хв ., поки його приберуть.",8.3,10.0,hotel-arkadia-od.uk.html
"Чисто, недалеко від моря, недорого, є кондиціонер","Чисто, недалеко від моря, недорого, є кондиціонер","охоронцю мабуть доплачують за кам'яне обличчя коли він постійно посилиться на клієнтів, wi - fi на 4 поверсі частенько пропадає, тільки одна розетка на кімнату",8.3,10.0,hotel-arkadia-od.uk.html
неплохо расположение.,"неплохо расположение . Есть бесплатно камера хранения на случай раннего приезда (заселений после 14-ти). присутствует охрана в Холл, постоянно.","Не понравилась общая Суеста персонала при общей же несправедливости . Чуть ли не с боем пришлось выбирать второй комплект постільного Белья в Поллукс, нам пытались "" объяснить "", что второй комплект для второго человека - это дополнительно место . завтрак строительные . Вай - Фай очень слабенький.",5.8,10.0,hotel-arkadia-od.uk.html
"сам номер - комфортний, чистий, з кондиціонером, гарно...","сам номер - комфортний, чистий, з кондиціонером, гарно відремонтований і прибраний; ціна адекватна","персонал на ресепшені якийсь непривітний і нещасливий (хронічно невиспані?), жодної посмішки, що трохи контрастує із іншими готелями; обслуговування в ресторані готелю дуже повільне, офіціант був із наскоком (і на вигляд дуже замучений); вночі по площі навпроти готелю постійно якісь раллі і Ріфт, що трохи заважало спати ;",8.3,10.0,hotel-arkadia-od.uk.html
"Розташування, сніданок","Розташування, сніданок","Поселили у дуже маленький номер, дуже незручний і некомфортний . Не номер - а бувши підсобку . При чому я забронював зовсім інший номер . Пояснили тим, що 100% заселення, тому дістався цей (єдиний в готелі, як пояснили) "" номер "" . Вразило і те, що жінка з дитиною звернулась з проханням перенести з номера багаж (їй не можна носити важкого і вона одна) і персонал навіть не намагався вирішити її прохання, а відповіли, що такої послуги немає.",5.0,10.0,hotel-arkadia-od.uk.html
Понравилось море.,понравилось море . Недорого и близко к аркади и морю.,"апартаменти оказались, что - то по типу семейного общежития . Это общежития с недавно сделаны ремонтом, но все делали на скору руку и недобросовісно . плоха шумоізоляція - слышно все, что происходит в коридоре и в соседних номерах . Постоянно плачут дети . На окна только тюль, а на против окон находится первый корпус! За 3 дня у нас ни разу не збирали! 312 номер находится возле причиной , 2 моральные машины стирають с 8 : 30 до 18 : 00 каждый день!",7.1,10.0,hotel-arkadia-od.uk.html
"Мы отправились с компанией 6 человек на море в Одессу, отель...","Мы отправились с компанией 6 человек на море в Одессу, отель "" аркади "", как нельзя пришел к нам по вкусу . Отель располагает в 8-10 минут ходьби от пляжах аркади и всех центральных тусовок Одессы (Итак, Рибиця), вокруг зелено и чисто, есть бар на улице, где можно выпить вкусе кофе (и другие б / a и алкогольне напитки). У нас был номер "" улучшения стандарт "" (чистый, аккуратно, есть фен, холодильник, ТВ, ванна со всеми данными принадлежности). завтрак в отелей с 11.00-12.00 - фуршет, вкус и достаточно опытный (главное долго не спать, а то может ничего не остаться, лучше приходите до 10.00) стоит 70 грн . При везде необходимо еще будет оплатить Статистический сбор - 778 грн . с номера (при получении ключе от номера, готове сразу ланцюжку). За весь период отдыха никаких замечания не знайшлось, персонал очень привели и всегда с радостью поможет вам в любом вопросе; в номер за 2 дня збирали и міняли полотен . Всем рекомендую отдыхать в нем, недорого и бюджетно- -, расположение близко от пляжах и недалеко от центра города, отель располагает для отдыха и Уют как для семейных пар с детьми, так и для групових поездок!) ) Все остались довольны!","К сожалению, заселений раньше зазначеного времени не возможно, то есть раньше 14.00 нас даже не заселили, все из - за плотно заселеності в отелей . Единственное, что утекло, это то, что можно было оставить свои вещи у охоронника в langage room и идти спокойно гулять на пляж.",10.0,10.0,hotel-arkadia-od.uk.html
"Чистий, доглянутий готель.","Чистий, доглянутий готель. Ціни за номер абсолютно адекватні. Місце розташування не в центрі, але доволі зручне. Приємно було те, що в готелі є безкоштовна камера зберігання речей. Можна їх залишити до заселення та після виселення. Також був потрібен тонометр для виміру тиску,  на рецепції люб'язно надали.хороший готель.",Ціна сніданку 70 грн.,10.0,10.0,hotel-arkadia-od.uk.html
"хорошее местоположение, действительно рядом много кафе, ...","хорошее местоположение, действительно рядом много кафе, есть супермаркет и до аркади минут 5-10 пешком до центра на машине ехали 5-7 мин номер обычный, но чистый и с бесплатно інтернетом!","возник конфликт по оплатне - при чем в момент сдачи ключе, уточню в отелей я жила с 12.06 по 14.06, стоимость номера была около 1400 грн за двоих за весь период без завтрак . за все это время меня никто не усвідомили, что оплата не прошла и тд . Так вот - 14.06 в момент выделения и сдачи ключе - адміністратор Елена Семенина сказала, что мы должны оплатить проживания снова, так как мол платежі не прокол, на мой вопрос как же так может быть, что человек 3 дня прожил у вас и вы только на везде это сообщает ятного ответа я не получила, было сказано охрана вас не выпустить, уточню что мы заказали уже такси - тк был Езд и такси стояло под готелем - ожидал, был простой - таксист в Одессе кстати отличный и адекватне попадалися нам! так вот в ходе разбираться к нам на ресепшн вышла некая Екатерина, представившись менеджером по бронированные - и начала говорить, что мол номер не оплачені и тд - хотя номер планировали через Букине с четки условием что деньги в случае чего занимаются, в итоге скандала в момент разбора все же адміністратор Елена сообщила, что снял деньги и дала чек . извинения мне как к Клименту - никто не принес, на мою просьбу пригласить руководство ответили отказом, на просьбу оплатить такси тк простой не по моей вине тоже сказали нет . Я со своей стороны оставила Отзыв в книге жалоб под № 18, кстати некая Екатерина, менеджер по бронированные, хотя не факт - отказалась назвать свою фамилию - но как она может требовать оплату если я даже не знаю кто она, тк была без формы и бейдж??? Прошу Вас принять меры и выяснить почему так вышло",6.3,10.0,hotel-arkadia-od.uk.html
"Основной корпус, наверное, комфортне будет.","Основной корпус, наверное, комфортне будет . По крайней мере, с виду . Вроде бы Свежий ремонт - но на скору руку и недобросовісно . Вроде бы новая мебель, но дешева.","По приезд наши апартаменти оказались заняты, поэтому нас поселили в другие . В гостинице, оказывается, есть два корпуса - один основной с комфортними современными номерами и апартаментами, а второй (который находится за основным корпусом) - что - то по типу семейного общежития . Так вот - вместо комфортного корпуса нас поселили в общежития . Это общежития или недавно построили, или недавно сделали ремонт, но все делали на скору руку и недобросовісно . Потому что в санвузли кран уже теку (так что на полу постоянно заканчивается вода), несколько плиток обвалились от стены - их сложил под ванної, дешевые ручки на дверях отказываются . плоха шумоізоляція - слышно все, что происходит в коридоре и в соседних номерах . А еще очень хорошо слышно вон, когда в соседних номерах варили лук или селену (там жили то ли Пиндус, то ли африканці). горячая вода в номер есть благодаря бойлер, но в местной номер стоит бойлер всего на 25 Хитров! То есть, во время душа приходится постоянно включать кран, чтоб горячей воды хватило всем! За 4 дня у нас ни разу не збирали!",5.0,10.0,hotel-arkadia-od.uk.html
для подорожуючих на травневі свята - повністю нормально.,"для подорожуючих на травневі свята - повністю нормально . отель знаходиться на відстані пішохідної доступності до моря . двокімнатні апартаменти після ремонту, відповідно, наші люди ще не встигли залишити там слідів свого перебування . сніданок нормальний, хоч і не різноманітний . Людям, які полюбляють чистоту і не мають завищених вимог до комфорту, рекомендую . в готелі два корпуси поєднані переходом . в номері 2 корпусу: дві комнате, телевізор, кондиціонер, бойлер, електроплит, балконів немає . білизна чиста.","заїзд о 14:00, а виїзд о 12:00. погана звукоізоляція.",7.1,10.0,hotel-arkadia-od.uk.html
Все добре.,Все добре . Персона привітний . Білизна чиста . Сервіс подібний до турецких отелей . Але з провітрювання є питання.,Nan,8.0,10.0,hotel-arkadia-od.uk.html
Несправність кондиціонера,Nan,Несправність кондиціонера,5.8,10.0,hotel-arkadia-od.uk.html
"доброзичливий персонал, співвідношення ціна та якість +","доброзичливий персонал, співвідношення ціна та якість +",брудно в номері,7.1,10.0,hotel-arkadia-od.uk.html
"Жахливі сніданки, просто жах - найгірше з того, що я бачила...",Nan,"Жахливі сніданки, просто жах - найгірше з того, що я бачила в Одесі",3.3,10.0,hotel-arkadia-od.uk.html
Тонкі стіни,Nan,Тонкі стіни,7.1,10.0,hotel-arkadia-od.uk.html
"персонал, сервіс, ціни, місцерозташування","персонал, сервіс, ціни, місцерозташування",Nan,9.6,10.0,hotel-arkadia-od.uk.html
"задержаны, различных и нетленный персонал.",Nan,"задержаны, различных и нетленный персонал . Парковка на территории, но принадлежит Левый людям . завтрак Трудный.",4.6,10.0,hotel-arkadia-od.uk.html
Наявність відкритої видової тераси,Наявність відкритої видової тераси,"Занадто "" ненав'язливий "" сервіс . За три дні перебування горнична так і не побачили.",7.9,10.0,hotel-arkadia-od.uk.html
Сподобалося ВСЕ!,"Сподобалося ВСЕ! На відпочинку завжди все добре! А в оточенні такого прекрасного персоналу, красивого і затишного СПА готелю, чудової території в різних кольорах нашої природи, чистого моря, розкішних басейнів, компетентних лікарів, відпочивало дуже дуже гарно!!!!",Nan,10.0,10.0,spa-grand-marine.uk.html
"Привітний кваліфікований персонал, смачна їжа, чудовий парк,...","Привітний кваліфікований персонал, смачна їжа, чудовий парк, обидва басейни, транспорт до пляжу.
Медичний центр, СПА та супутні процедури.","Репертуар ""живої"" музики та аніматорів на святкуванні дня народження чиєїсь дитини.",9.6,10.0,spa-grand-marine.uk.html
"ввічливий персонал, гарне місце, зручні номери, чудовий спа.","ввічливий персонал, гарне місце, зручні номери, чудовий спа . Але нажаль не змогли скористатися всім спектром, оскільки сезон відпусток",Замалі порції як на їх ціну😊,9.2,10.0,spa-grand-marine.uk.html
"Взагалі все, крім живої музики, але то не суттєво :)","Взагалі все, крім живої музики, але то не суттєво :)","Час роботи басейнів.
Варто продовжити до 23:00.",9.6,10.0,spa-grand-marine.uk.html
Страви надзвичайно смачні та вишукані.,"Страви надзвичайно смачні та вишукані. Басейн з мінеральною водою, ще й з видом на море. Уважне ставлення до будь-яких прохань і чудові новорічні подарунки... Ніби в іншому світі перебуваєш, далеко-далеко від проблем і суєти великих міст.",Друкована інформація в готелі та таблички тільки іноземними мовами.,9.2,10.0,spa-grand-marine.uk.html
"Чисто, комфортно, затишно, красива доглянута територія...","Чисто, комфортно, затишно, красива доглянута територія готелю. Чудове місце для сімейного відпочинку з приємною атмосферою. Все добре продумано і облаштовано. Персонал готелю увесь час зайнятий, завдяки чому   і в кімнатах, і в ресторані, і біля басейну дійсно чисто. Приваблює також наявність медичного центру з якісними спа-процедурами.",Nan,9.6,10.0,spa-grand-marine.uk.html
Дуже сподобалась територія і сам готель.,"Дуже сподобалась територія і сам готель . Басейн завжди чистий, персонал ввічливий і привітний . Дуже комфортний і просторий номер . Не дивлячись на те, що готель був заповнений повністю, не відчувалося, що навколо живе багато людей . Також в готелі дуже тихо . В п'ятницю і суботу в ресторані гуляли весілля, але в номери чутно взагалі не було . Територія охороняється і це додає спокою . Вихід на пляж дуже цивілізований і зручний як для Одеси.","Трохи незрозумілі ціни на харчування обід - вечеря . 450 грн за 2 прийомах їжі на людину - немаленька сума, але якщо вже люди платять ці гроші, то їжа могла би бути трохи смачнішою та різноманітнішою . Особливо враховуючи, що це фуршет, де на вибір дається тільки 2 Салата, щось м'ясне, щось рибне, типу камбали і перші страви . Кава - чай не включені навіть увечері.",9.6,10.0,spa-grand-marine.uk.html
"Тихе, спокійне та затишне місце для відпочинку від міської ...","Тихе, спокійне та затишне місце для відпочинку від міської суєти та бурхливого темпу життя.",Nan,10.0,10.0,spa-grand-marine.uk.html
"Проживали у готелі під час напівмарафону, висипались гарно, ...","Проживали у готелі під час напівмарафону, висипались гарно, локація чудова! Все поруч . Трохи затримались після фінішу, проте нам пішли на зустріч і перенесли виселення на годину пізніше: )",Nan,10.0,10.0,maman.uk.html
дешево та симпатично,Ціна. Для центру міста чудова ціна та норм умови.,"Був там близько 5 років тому, нічого не оновилося ((",8.8,10.0,maman.uk.html
А так все дуже навіть дуже),А так все дуже навіть дуже),Відсутність сніданку,9.6,10.0,maman.uk.html
"Ідеально, як завжди",Завжди привітний персонал та бездоганна чистота,Nan,10.0,10.0,maman.uk.html
"Локація, затишок, гостинність😘☺️💞🎉🥂🌹🍓🍧☕🍩","Локація, затишок, гостинність😘☺️💞🎉🥂🌹🍓🍧☕🍩","Дякую Вам, за Вашу гостинність. 
😘☺️☀️🌈🎈",10.0,10.0,maman.uk.html
"Місцерозташування,зручне ліжко,велика ванна кімната","Місцерозташування,зручне ліжко,велика ванна кімната","У ванній був зламаний тримач, для душу, холодильник не закривався (дякую, що замінили )",7.1,10.0,maman.uk.html
Скажу одним словом шикарно!,Скажу одним словом шикарно!!!!,Nan,10.0,10.0,maman.uk.html
"Помешкання перевершило мої сподівання, особливо у співвідношенні ціна/якість.","Розташування в історичному центрі міста у дворику, що дає можливість тиші . Готель на 4 та 5 поверхах . Ліфт лише до 4 - тож враховуйте якщо обмежені можливості . Персонал (Марина) дуже привітний . Стиль витримано . Є бар, можна замовити їжу за бажанням.","пролонгувати ліфт на 5 поверх, додати місць паркування для готелю. охоронець на в'їзді гарно виконує роль паркувальника, проте більше місць було би більш зрозуміло та доречно.",8.8,10.0,ekaterina-2.uk.html
Ми дуже задоволені.Ціна-якість на рівні!!!,Розташування-дуже близько до Дерибасівської та інших пам яток  Готель чистий та комфортний Із вікна видно вдалині море Персонал дуже привітний,"До моря пішки десь 30 хвилин (до узбіччя Ланжерон) або таксі . Але можно іти через парк, де дуже красиво Сніданок не дуже різноманітний (не вистачає овочів - наказували за свій рахунок).",7.9,10.0,ekaterina-2.uk.html
"У номері є все необхідне, включно з халатом.","У номері є все необхідне, включно з халатом. Сам номер компактний. Ліжко зручне. Смачний сніданок. Не шведський стіл. Гарний вид на море з приміщення ресторану. Номери різної категорії відрізняються між собою наявністю невеличкого балкону.",Nan,7.9,10.0,ekaterina-2.uk.html
"У самому центрі, є парковка!, у ресторані смачні страви та дуже гостинний персонал.","У самому центрі, є парковка!, у ресторані смачні страви та дуже гостинний персонал. Для відпочинку дуже зручне розташування!","Було б 10 з 10, якщо б персонал міг би спілкуватися українською",8.8,10.0,ekaterina-2.uk.html
"Чудове розташування, привітний персонал, дуже смачна кухня.","Чудове розташування, привітний персонал, дуже смачна кухня. Номер повністю відповідає данним на сайті. Надзвичайно приємно було отримати подарунок від готелю в день нашого весілля! Дякуємо цьому гарному готелю і персоналу!",Nan,10.0,10.0,ekaterina-2.uk.html
Чудова альтернатива великим та дорогим жителям.,"Чудове розташування готелю в центрі міста, неподалік моря. Чисто, стильно, привітний персонал.","Перший раз був в легкому шоці, коли побачив вхід в готель. Це звичайний під'їзд житлового будинку з вивіскою готелю. Але все компенсує ліфт. Сніданок не збалансований (наприклад: яєчня та кава).",8.8,10.0,ekaterina-2.uk.html
