,pos_summary,neg_summary
viena.uk.html,"['сніданок хороший' 'місце розташування' 'центрі міста' 'затишно чисто'
 'привітний персонал' 'персонал розташування' 'зручне розташування']","['ванній кімнаті' 'маленькі кімнати' 'відсутність кондиціонера'
 'погана звукоізоляція' 'чути шум' 'номері холодно' 'номері кондиціонера']"
sherlock-holmes-boutique.uk.html,"['комфортний затишний' 'сучасний готель' 'історичному центрі' 'хв пішки'
 'привітний персонал' 'чисто зручно' 'місце розташування']",['першу ніч' 'біля ліжка']
lviv-loft-apartments.uk.html,"['гарний номер' 'центрі міста' 'місце розташування' 'чисто затишно'
 'комфортні номери' 'привітний персонал' 'зручне розташування']","['знайти вхід' 'матрац ліжку' 'важко знайти' 'відсутність гарячої'
 'номері жарко' 'єдиний мінус' 'погано працював']"
vlasta-lviv.uk.html,"['хвилин пішки' 'чиста постіль' 'центр міста' 'номері тепло'
 'привітний персонал' 'співвідношення ціна' 'гарне розташування']","['туалетного паперу' 'відсутність фена' 'душовій кабіні' 'стіни чутно'
 'довелося спати' 'номері холодно' 'працював телевізор']"
st-feder.uk.html,"['красивий номер' 'номери чисті' 'затишний готель' 'сніданок гарний'
 'привітний персонал' 'готовий допомогти' 'зручне розташування']","['ванній кімнаті' 'ліжко скрипить' 'убогий сніданок' 'дивний запах'
 'звукоізоляція номері' 'звукоізоляція номерів' 'номері працював']"
hostel-travel.uk.html,"['вокзалу центру' 'номер хороший' 'свіжий ремонт' 'чисто затишно'
 'привітний персонал' 'персонал розташування'
 'розташування співвідношення']","['маленький номер' 'спальному ліжку' 'запах ванній' 'чути відбувається'
 'погана звукоізоляція' 'сусідньому номері' 'номері чайника']"
lh-amp-spa.uk.html,"['гарний номер' 'комфортний готель' 'смачні сніданки' 'чисто затишно'
 'персонал привітний' 'доброзичливий персонал' 'зручне розташування']","['відкритим вікном' 'ванній кімнаті' 'маленькі кімнати' '20 00'
 'quota номер' 'вікна номері' 'запах каналізації']"
opera-passage-apartments.uk.html,"['приємний номер' 'готель центрі' 'красиво затишно' 'сніданок привітний'
 'персонал привітний' 'вищому рівні' 'зручне розташування']","['свіжого повітря' 'тонкі стіни' 'спальному ліжку' 'постійний шум'
 'звукоізоляція номерах' '39 яні' 'єдиний мінус']"
stariy-krakiv.uk.html,"['оперного театру' 'чисто тепло' 'гарний сніданок' 'центрі міста'
 'персонал привітний' 'приємний персонал' 'зручне розташування']","['номер двоспальне' 'скрипучі ліжко' 'ванної кімнати' 'повна відсутність'
 'номері запах' 'чайника номері' 'чутно відбувається']"
boutique-hotel-family-residence.uk.html,"['гарний номер' 'затишні номери' 'центрі міста' 'чисто затишно'
 'привітний персонал' 'персонал чистота' 'зручне розташування']","['маленький номер' 'ванній кімнаті' 'відсутність сніданку'
 'запах каналізації' 'погана звукоізоляція' 'довелося шукати'
 'хороша сутність']"
gotel-quot-rafael-quot-selo-zubra.uk.html,"['чистий номер' 'гарний готель' 'чисто затишно' 'персонал ввічливий'
 'смачний сніданок' 'зручне розташування' 'вищому рівні']","['душова кабіна' 'душову кабіну' 'закритих вікнах' 'номері холодильника'
 'неприємний запах' 'неприємний запах' 'неприємний запах']"
hotel-lviv.uk.html,"['гарний номер' 'затишно номері' 'гарний сніданок' 'місце розташування'
 'персонал привітний' 'розташування ціна' 'розташування шикарне']","['маленький номер' 'питної води' 'ванній кімнаті' 'шум вулиці'
 'бажає кращого' 'номері душно' 'працював кондиціонер']"
panska-podushka.uk.html,"['гарний номер' 'хвилин пішки' 'центрі міста' 'чисто затишно'
 'чудовий готель' 'привітний персонал' 'зручне розташування']","['вікно виходить' 'маленький номер' 'ванній кімнаті' 'запах каналізації'
 '500 грн' 'чайника номері' 'погана звукоізоляція']"
chopin.uk.html,"['номер гарний' 'смачні сніданки' 'готель центрі' 'затишно чисто'
 'доброзичливий персонал' 'чуйний персонал' 'місце розташування']","['ванній кімнаті' 'довелося чекати' 'маленька ванна'
 'шумоізоляція номерів' 'нашому номері' 'номері прохолодно'
 'відповідає рівню']"
galicia-hotel.uk.html,"['затишний номер' 'чиста постіль' 'хороший вибір' 'персонал доброзичливий'
 'розташування хороший' 'зручне розташування' 'співвідношення ціна']","['вхідні двері' 'цілу ніч' 'запах каналізації' 'бажати кращого'
 'неприємний запах' 'неприємний запах' 'номері запах']"
reikartz-dworzec-lviv.uk.html,"['просторий номер' 'смачні різноманітні' 'гарна ліжко'
 'залізничного вокзалу' 'смачний сніданок' 'привітний персонал'
 'зручне розташування']","['відсутність парковки' 'неприємний запах' 'душовій кабіні'
 'сусідньому номері' 'бажає кращого' 'погана звукоізоляція'
 'деяких номерах']"
medova-pechera.uk.html,"['номер чистий' 'смачна їжа' 'комфортний готель' 'тепло номері'
 'чисто затишно' 'персонал привітний' 'співвідношення ціна']","['гарячої води' 'вхід готель' 'кімнаті холодно' 'відсутність холодильника'
 'холодильника номері' 'номері чайника' 'чути відбувається']"
etna-hotel.uk.html,"['комфортний номер' 'хороші меблі' 'готель затишний' 'чисто затишно'
 'хороший сніданок' 'привітний персонал' 'чемний персонал']","['відсутність холодильника' 'стіни чутно' 'освіжувач повітря'
 'сніданок убогий' 'маленька ванна' 'номері холодильника'
 'номері працював']"
quot-kraft-quot-butic-apart.uk.html,"['місце положення' 'чисто тепло' 'розташування центр' 'привітний персонал'
 'розташування шикарне' 'розташування супер' 'гарне розташування']","['вікно номері' 'неможливо спати' 'запах каналізації' 'сильна сутність'
 'погана звукоізоляція' '39 яні' 'сайті вказано']"
cities-gallery-apart.uk.html,"['гарні номери' 'гарний готель' 'центрі міста' 'відмінне місце'
 'хочеться повернутися' 'персонал привітний' 'шикарне розташування']","['відсутність ліфта' 'гарячої води' 'ледь тепла' 'поверх ліфта'
 'працював кондиціонер' 'йде ремонт' 'єдиний мінус']"
deluxe-kupava.uk.html,"['охайний номер' 'затишний готель' 'смачні сніданки' 'сніданок гарний'
 'персонал смачний' 'привітний персонал' 'місце розташування']","['наступного дня' 'душова кабіна' 'ванній кімнаті' 'маленький номер'
 'номері холодно' 'номері запах' 'важко знайти']"
british-club-lviv.uk.html,"['затишний готель' 'номери просторі' 'гарний сніданок' 'чисто затишно'
 'послужливо персонал' 'привітний персонал' 'шикарне розташування']","['відсутність ліфта' 'шумно номері' 'поверх ліфта' 'вирішити проблему'
 'відсутність парковки' 'номері шумно' 'єдиний мінус']"
nobilis.uk.html,"['готель зручне' 'смачна їжа' 'хороші номери' 'гарний сніданок'
 'персонал чуйний' 'прекрасний персонал' 'зручне розташування']","['ванній кімнаті' 'запах каналізації' 'холодно номері' 'спати неможливо'
 'готелю такого' 'працював телевізор' 'працював кондиціонер']"
villa-stanislavskyi.uk.html,"['зручне місце' 'затишний готель' 'смачні сніданки' 'хороший сніданок'
 'тихе спокійне' 'привітний персонал' 'чудове розташування']","['номер прокурений' 'неможливо спати' 'питної води' 'нашому номері'
 'води номері' 'номері прохолодно' 'запах номері']"
swiss.uk.html,"['номер зручне' 'гарний готель' 'центрі міста' 'хороший сніданок'
 'привітний персонал' 'чисто затишно' 'зручне розташування']","['ванній кімнаті' 'душова кабіна' 'неможливо спати' 'шум вулиці'
 'запах каналізації' 'яко кажучи' 'номері люкс']"
lviv-tsymus.uk.html,"['гарний номер' 'смачна їжа' 'пішки вокзалу' 'чисто затишно'
 'привітний персонал' 'співвідношення ціна' 'зручне розташування']","['маленький номер' 'вода душі' 'відкритому вікні' 'маленька кімната'
 'номері одна' 'номері прохолодно' 'залишає бажати']"
panorama-lviv.uk.html,"['комфортний номер' 'готель центрі' 'хороші сніданки' 'гарний сніданок'
 'приємний персонал' 'привітний персонал' 'місце розташування']","['запах каналізації' 'сніданок убогий' 'шум вулиці' 'ванній кімнаті'
 'чайника номері' 'погана звукоізоляція' 'залишає бажати']"
grand-lviv.uk.html,"['гарний номер' 'готель центрі' 'місце розташування' 'сніданки чудові'
 'ідеальна чистота' 'привітний персонал' 'розташування шикарне']","['ванній кімнаті' '30 ранку' 'приймати душ' 'запах каналізації'
 'бажати кращого' 'єдиний недолік' 'відповідає рівню']"
jam.uk.html,"['відмінний готель' 'смачний сніданок' 'центрі міста' 'чисто хороший'
 'привітний персонал' 'розташування персонал' 'зручне розташування']","['ванній кімнаті' 'тонкі стіни' 'спальному ліжку' 'повна відсутність'
 'неприємний запах' 'погана звукоізоляція' 'шумно номері']"
sykhiv.uk.html,"['затишний номер' 'чудові сніданки' 'затишно чисто' 'приємний чуйний'
 'персонал привітний' 'гарний сніданок' 'зручне розташування']","['маленький телевізор' 'ванній кімнаті' '300 грн' 'маленький номер'
 'погана звукоізоляція' 'кондиціонера номері' 'години ночі']"
astoria-lviv.uk.html,"['центрі міста' 'гарний готель' 'смачні сніданки' 'сніданок гарний'
 'послужливо персонал' 'привітний персонал' 'зручне розташування']","['ванній кімнаті' 'маленькі кімнати' 'маленький номер' 'запах каналізації'
 'довелося йти' 'холодно номері' 'номері виявилося']"
caferoomshostel.uk.html,"['номер просторий' 'центрі міста' 'зручне місце' 'чисто затишно'
 'персонал привітний' 'чистота персонал' 'розташування шикарне']","['гарячої води' 'двері туалет' 'години ночі' 'скрипучі ліжко' 'біля ліжка'
 'номері холодно' 'погана звукоізоляція']"
discovery-b-amp-b.uk.html,"['чистий номер' 'чисто затишно' 'вокзалу пішки' 'смачний сніданок'
 'персонал привітний' 'персонал затишні' 'зручне розташування']","['важко знайти' 'ванній кімнаті' 'номері вікна' 'душова кабіна' '600 грн'
 'біля ліжка' 'єдиний мінус']"
kopa.uk.html,"['просторий номер' 'смачні сніданки' 'хороший сніданок' 'гарна територія'
 'привітний персонал' 'персонал чистота' 'місце розташування']","['двері туалет' 'води душі' 'душової кабіни' '16 00' '300 грн'
 'потребує ремонту' 'погано працював']"
patriarshyi.uk.html,"['охайний номер' 'гарні номери' 'чисто затишно' 'гарний готель'
 'гарна територія' 'привітний персонал' 'чистота комфорт']","['важко знайти' 'ванній кімнаті' 'відсутність холодильника' 'гарячої води'
 'завадив би' 'дивний запах' 'чайника номері']"
argo.uk.html,"['акуратний номер' 'зручна парковка' 'чисто затишно' 'гарний сніданок'
 'персонал приємний' 'привітний персонал' 'хороше розташування']","['вхідні двері' 'запах вогкості' 'ванній кімнаті' '200 грн'
 'маленький номер' 'номері чайника' 'довелося чекати']"
39.uk.html,"['номер привітний' 'затишні чисті' 'готель центрі' 'гарний затишний'
 'привітний персонал' 'розташування персонал' 'зручне розташування']","['ванній кімнаті' 'поверх ліфта' 'відсутність ліфта' 'номері кондиціонера'
 'чути сусідів' 'поверсі ліфта' '39 яні']"
boutique-hotel-kavalier.uk.html,"['номер просторий' 'смачні сніданки' 'гарний готель' 'красива територія'
 'місце розташування' 'привітний персонал' 'вищому рівні']","['двері номер' 'запах каналізації' 'хотілось би' 'чайника номері'
 '500 грн' 'міні бару' 'погано працював']"
apart-horowitz.uk.html,"['гарний номер' 'готель центрі' 'сніданки смачні' 'хороший сніданок'
 'затишно чисто' 'привітний персонал' 'розташування зручне']","['одну людину' 'відсутність ліфта' 'запах вогкості' 'номері душно'
 '30 ранку' 'залишає бажати' 'сайті вказано']"
ekran.uk.html,"['просторий номер' 'гарні номери' 'затишний чистий' 'чисто затишно'
 'хороший привітний' 'привітний персонал' 'місце розташування']","['одна розетка' 'ванній кімнаті' 'ванної кімнати' '400 грн'
 'номері кондиціонера' 'booking com' '39 їзді']"
leopolis.uk.html,"['чистий просторий' 'готель центрі' 'чисто комфортно' 'хороший сніданок'
 'персонал затишні' 'привітний персонал' 'місце розташування']","['ванну кімнату' 'спати неможливо' 'номер дали' 'маленький номер'
 'освітлення номері' 'шум вулиці' 'шумно номері']"
drevny-grad.uk.html,"['гарний готель' 'ідеальне місце' 'гарний сніданок' 'смачні сніданки'
 'персонал привітний' 'красива територія' 'зручне розташування']","['ванну кімнату' 'спати неможливо' 'сіток вікнах' 'номері холодно'
 'чути шум' 'біля ліжка' 'довелося чекати']"
hetman-hotel.uk.html,"['всі необхідні' 'номер смачний' 'зручне ліжко' 'номері чисто'
 'привітний персонал' 'сніданок хороший' '39 яке']","['питної води' 'неможливо спати' 'прийняти душ' 'телевізор працював'
 'біля дверей' 'номері холодно' 'запах номері']"
eney.uk.html,"['чистий номер' 'затишний готель' 'смачна кухня' 'сніданок хороший'
 'персонал затишний' 'привітний персонал' 'зручне розташування']","['ремонтні роботи' 'номер вікон' 'бронювали номер' 'холодно номері'
 'біля ліжка' 'знаходиться поверсі' 'деяких номерах']"
galytska-korona.uk.html,"['гарний номер' 'смачні сніданки' 'чисто затишно' 'смачний сніданок'
 'хороший сніданок' 'привітний персонал' 'зручне розташування']","['вирішити проблему' 'гарячої води' 'біля ліжка' 'запах ванній'
 'звукоізоляція номері' 'погана звукоізоляція' 'працює телевізор']"
malva-viv.uk.html,"['чистий номер' 'зручна парковка' 'чисто затишно' 'чистий затишний'
 'чисто номерах' 'привітний персонал' 'місце розташування']","['вода душі' 'заважало спати' 'ванній кімнаті' 'душової кабіни'
 'телевізор працював' 'ціна завищена' 'звернути увагу']"
6-vulitsia-tadeusha-kostiushka.uk.html,"['білосніжна постіль' 'місце розташування' 'чисто затишно'
 'ідеальна чистота' 'сучасний ремонт' 'чистота персонал'
 'зручне розташування']",['ванну кімнату' 'єдиний мінус']
george.uk.html,"['номер чудовий' 'чисто приємний' 'центрі міста' 'хороший сніданок'
 'персонал смачний' 'персонал привітний' 'місце розташування']","['води душі' 'ванній кімнаті' 'брудний номер' 'чути відбувається'
 'потребує ремонту' 'номері жарко' 'радянських часів']"
old-lviv.uk.html,"['нові номери' 'чисто гарний' 'місце розташування' 'готелю центрі'
 'привітний персонал' 'розташування персонал' 'відмінне розташування']","['ремонтні роботи' 'відсутність ліфта' 'маленький номер' 'номері холодно'
 'погана шумоізоляція' 'грн ніч' 'зверніть увагу']"
nota-bene.uk.html,"['номер чистий' 'смачна їжа' 'гарний готель' 'чисто затишно'
 'гарний затишний' 'привітний персонал' 'зручне розташування']","['біля ліжка' 'маленький номер' 'звукоізоляція чути' 'холодильника номері'
 'погана звукоізоляція' 'кондиціонер працював' 'відповідає рівню']"
kvartira-studiia-l-39-viv1.uk.html,"['залізничного вокзалу' 'зручне місце' 'великі вікна' 'хвилин пішки'
 'хороший ремонт' 'розташування супер' 'розташування чудове']",['закритими вікнами' 'жахливому стані']
eurohotel.uk.html,"['готель затишний' 'хвилин пішки' 'смачні сніданки' 'гарний сніданок'
 'гарний персонал' 'привітний персонал' 'зручне розташування']","['спати відкритим' 'ванній кімнаті' 'маленький номер' 'душової кабіни'
 'запах каналізації' 'погана звукоізоляція' 'чутно відбувається']"
viden.uk.html,"['чистий номер' 'чиста ванна' 'зручне ліжко' 'смачний ситний'
 'смачний сніданок' 'сніданок чисто' 'зручне розташування']",['довелося шукати' 'номері запах']
vip-hostel.uk.html,"['номер чистий' 'якісний ремонт' 'місце розташування' 'номері необхідне'
 'чисто затишно' 'персонал привітний' 'розташування зручне']","['відсутність кондиціонера' 'шум дороги' 'звукоізоляція чути'
 'чути відбувається' 'погана звукоізоляція' 'знаходиться поверсі'
 'єдиний мінус']"
irena.uk.html,"['номер просторий' 'вокзалу пішки' 'чисто зручно' 'смачний сніданок'
 'приємний персонал' 'персонал привітний' 'зручне розташування']","['відсутність ліфта' 'вода душі' '1000 грн' 'поверсі ліфта'
 'номері холодильника' 'іншого боку' 'галасливі сусіди']"
nota-bene-loft.uk.html,"['чистий номер' 'затишний готель' 'чисто затишно' 'смачний сніданок'
 'хороший сніданок' 'привітний персонал' 'зручне розташування']","['відсутність ліфта' 'чути розмови' 'завадив би' 'відсутність ліфта'
 'ключ номера' 'завищена ціна' 'міні бару']"
mars.uk.html,"['просторий номер' 'чисто затишно' 'гарні номери' 'гарний сніданок'
 'послужливо персонал' 'привітний персонал' 'зручне розташування']","['сусідній номер' 'ванній кімнаті' 'душова кабіна' 'запах ванній'
 'неприємний запах' 'холодно номері' 'відповідає рівню']"
lviv-loft-construction.uk.html,"['просторий номер' 'ліжка зручні' 'чиста білизна' 'хороший затишний'
 'площі ринок' 'привітний персонал' 'зручне розташування']","['гарячої води' 'вода душі' 'відсутність вікон' 'номері вікна'
 'двомісному номері' 'нашого перебування' 'слабкий напір']"
mini-podobovo.uk.html,"['чудовий номер' 'чисто затишно' 'гарне місце' 'центрі міста'
 'прекрасний персонал' 'привітний персонал' 'зручне розташування']","['гарячої води' 'брудний номер' 'номер знаходиться' 'ванній кімнаті'
 'вікна номері' 'погана звукоізоляція' 'чутно відбувається']"
aparthotel-four-rooms-lviv2.uk.html,"['акуратний номер' 'гарне місце' 'центрі міста' 'гарний готель'
 'чисто затишно' 'привітний персонал' 'розташування шикарне']","['тонкі стіни' 'ванній кімнаті' '15 00' 'запах каналізації'
 'погана звукоізоляція' 'чутно сусідів' 'погано працював']"
warsaw.uk.html,"['комфортні номери' 'смачна кухня' 'хороший сніданок' 'чудовий вид'
 'персонал привітний' 'місце розташування' 'уважний персонал']","['шумоізоляція чутно' 'години ночі' 'погана шумоізоляція' 'номері чайника'
 'телевізор працював' 'booking com' 'booking com']"
sleep.uk.html,"['номер просторий' 'зручні ліжка' 'тепло чисто' 'чудовий готель'
 'персонал привітний' 'розташування привітний' 'хвилинах ходьби']","['ванної кімнати' 'довелося шукати' 'якість прибирання' 'неприємний запах'
 'чайника номері' 'відбувається коридорі' 'номері працював']"
old-castle.uk.html,"['затишний номер' 'хороший готель' 'чисто затишно' 'місце розташування'
 'приємний персонал' 'привітний персонал' 'смачний сніданок']","['номер вікон' 'вода душі' 'відсутність вікон' 'затхле запах'
 'вікна номері' 'погана звукоізоляція' 'відбувається сусідніх']"
apartment-fedkovycha.uk.html,"['хороший номер' 'зручне ліжко' 'чисто затишно' 'пішки вокзалу'
 'приємний персонал' 'привітний персонал' 'зручне розташування']","['ванній кімнаті' 'вхідних дверей' 'відсутність кондиціонера' '400 грн'
 'душової кабіни' 'номері душно' 'довелося спати']"
near-the-lake.uk.html,"['акуратний номер' 'чудовий готель' 'чистий комфортний' 'затишно чисто'
 'номери чисті' 'привітний персонал' 'зручне розташування']","['тонкі стіни' 'ванній кімнаті' 'відкритому вікні' '21 00'
 'присутній запах' 'кондиціонер працював' 'номері працював']"
art-deco-central-rooms.uk.html,"['чистий комфортний' 'готель центрі' 'зручне ліжко' 'чисто затишно'
 'ідеальна чистота' 'привітний персонал' 'місце розташування']","['ванній кімнаті' 'кондиціонера номері' 'вікно виходило' 'шум машин'
 'погана шумоізоляція' 'чутно відбувається' 'єдиний мінус']"
avtopark.uk.html,"['чистий номер' 'затишно чисто' 'відмінний готель' 'персонал смачний'
 'ввічливий персонал' 'персонал привітний' 'відмінне розташування']","['вода душі' 'відсутність кондиціонера' 'шум дороги' 'москітну сіток'
 'волосся ліжку' 'прохолодно номері' 'booking com']"
nton.uk.html,"['номер просторий' 'велика ванна' 'чисто тепло' 'гарний сніданок'
 'персонал привітний' 'зручне розташування' 'співвідношення ціна']","['номер двоспальне' 'ванній кімнаті' 'номері холодно' '700 грн'
 'бажати кращого' 'номері брудно' 'сусідніх номерах']"
dnister.uk.html,"['чистий номер' 'затишне місце' 'смачні сніданки' 'великий вибір'
 'чудовий сніданок' 'персонал привітний' 'зручне розташування']","['маленький номер' 'ліжко скрипить' 'неможливо спати' 'закритих вікнах'
 'номері жарко' 'погана звукоізоляція' 'працював кондиціонер']"
bilya-parku.uk.html,"['комфортний номер' 'зручне ліжко' 'чисто тихо' 'просторий світлий'
 'приємний персонал' 'привітний персонал' 'співвідношення ціна']","['гарячої води' 'спати неможливо' 'тонкі стіни' 'душова кабінка'
 'номер брудний' 'номері брудно' 'бажає кращого']"
mini-rafinad.uk.html,"['номер чистий' 'всі зручності' 'готель привітний' 'хвилин пішки'
 'чисто затишно' 'язково повернемося' 'зручне розташування']","['двері туалет' 'ванній кімнаті' 'шум машин' 'шум дороги' 'залишає бажати'
 'чути відбувається' 'номері шумно']"
edem.uk.html,"['комфортний номер' 'вокзалу центру' 'чисто затишно' 'гарний сніданок'
 'привітний персонал' 'приємний персонал' 'зручне розташування']","['запах каналізації' 'біля ліжка' 'душова кабіна' 'погана шумоізоляція'
 'маленький номер' 'номері кондиціонера' 'погано працює']"
rudolfo.uk.html,"['просторий номер' 'центрі міста' 'відмінне місце' 'прекрасні сніданки'
 'чудовий сніданок' 'привітний персонал' 'шикарне розташування']","['ванній кімнаті' 'душова кабіна' 'однодольні ліжка' 'номер першому'
 'номері душно' 'біля дверей' 'погана шумоізоляція']"
apartlviv.uk.html,"['нові меблі' 'кімнаті тепло' 'тихе місце' 'чисто затишно'
 'привітний персонал' 'розташування чисто' 'зручне розташування']",['чути сусідів' 'вхідних дверей']
leon.uk.html,"['номер чистий' 'тихо спокійно' 'нові меблі' 'хороший готель'
 'чисто затишно' 'привітний персонал' 'персонал ввічливий']","['маленький номер' 'стіни тонкі' 'стіни чутно' 'поверсі ліфта'
 'запах каналізації' 'сигнал wi' 'шумоізоляція номері']"
palada-hotel.uk.html,"['номер смачний' 'просторий чистий' 'чудовий готель' 'чисто затишно'
 'привітний персонал' 'смачний сніданок' 'місце розташування']","['гарячої води' '20 00' 'кондиціонер працював' 'чутно сусідів'
 'довелося йти' 'номері холодно' 'неприємний запах']"
vatra.uk.html,"['хвилин пішки' 'номер чистий' 'центр міста' 'місце розташування'
 'привітний персонал' 'розташування зручне' 'гарне розташування']","['номер прокурений' 'двері туалет' '300 грн' 'ліжко скрипить'
 'телевізор працює' 'запах вогкості' 'фена номері']"
dd3-4ndud-n-ddud3-4ndud-n.uk.html,"['красива територія' 'хороший готель' 'хвилин пішки' 'ходьби центру'
 'персонал зручне' 'привітний персонал' 'зручне розташування']","['гарячої води' 'стіни чути' 'ванній кімнаті' '16 00'
 'погана звукоізоляція' 'слабка шумоізоляція' 'звукоізоляція номері']"
natalia-18.uk.html,"['номер комфортний' 'готель центрі' 'хороші сніданки' 'хороший сніданок'
 'персонал приємний' 'привітний персонал' 'зручне розташування']","['відсутність ліфта' 'запах кімнаті' 'душова кабіна' 'запах каналізації'
 'запах номері' 'шумоізоляція номері' 'чайника номері']"
reikartz-medievale-lviv.uk.html,"['затишний номер' 'затишно тихо' 'гарні номери' 'гарний затишний'
 'відмінний готель' 'привітний персонал' 'чудове розташування']","['відкритим вікном' 'відсутність шумоізоляції' '500 грн' 'спати неможливо'
 'шумоізоляція погана' 'неприємний запах' 'затхле запах']"
tri-doroghi.uk.html,"['просторий номер' 'чиста постіль' 'зручне ліжко' 'чудовий готель'
 'приємний ввічливий' 'привітний персонал' 'зручне розташування']","['гарячої води' 'проїжджу частину' 'ванній кімнаті' 'неприємний запах'
 'нашого перебування' 'холодно номері' 'номері працював']"
nadobu.uk.html,"['номер гарний' 'зручне ліжко' 'чисто затишно' 'хвилин пішки'
 'площі ринок' 'привітний персонал' 'розташування зручне']","['вхідних дверей' 'шум дороги' 'чути шум' 'номері холодно'
 'шумоізоляція відсутня' 'чутно відбувається' 'єдиний мінус']"
cassiopeia.uk.html,['велика кімната' 'сніданок відмінний'],['старі меблі' 'цілу ніч']
argo-premium.uk.html,"['комфортний номер' 'затишні номери' 'смачна кухня' 'хороший чистий'
 'смачний сніданок' 'персонал привітний' 'гарне співвідношення']","['біля ліжка' 'чужі волосся' 'відсутність холодильника'
 'звукоізоляція номерів' 'двомісному номері' 'бажати кращого'
 'погана шумоізоляція']"
rayske-yabloko.uk.html,"['просторий номер' 'гарний готель' 'смачна кухня' 'затишно чисто'
 'місце розташування' 'персонал привітний' 'смачний сніданок']","['ключ номера' '200 грн' 'брудний номер' 'забронював номер'
 'номері холодильника' 'нашого перебування' 'номері прохолодно']"
sacvoyage.uk.html,"['комфортний номер' 'затишний готель' 'приємний привітний' 'чисто затишно'
 'смачний сніданок' 'привітний персонал' 'зручне розташування']","['маленький номер' 'ванній кімнаті' 'стіни чути' 'шумоізоляція номері'
 '30 ранку' 'чутно відбувається' 'запах сигарет']"
studiia-viv.uk.html,"['торговий центр' 'із задоволенням' 'зручне розташування' 'чисто затишно'
 'чудове місце' 'прекрасний вид' 'язково повернемося']",['ремонтні роботи' 'чутно сусідів']
10-rooms.uk.html,"['гарний номер' 'чисто затишно' 'місце розташування' 'пішки вокзалу'
 'привітний персонал' 'персонал зручне' 'зручне розташування']","['двері номер' 'напір води' 'відсутність кондиціонера' 'ванній кімнаті'
 'неприємний запах' 'холодно номері' 'довелося спати']"
citadel-inn-resort.uk.html,"['просторий номер' 'ввічливий приємний' 'сніданок гарний' 'смачна кухня'
 'привітний персонал' 'місце розташування' 'доступності центру']","['таким чином' 'ванної кімнати' 'маленька ванна' 'незручні подушки'
 'душова кабінка' 'чайника номері' 'іншого боку']"
volter.uk.html,"['затишний номер' 'тепло затишно' 'високі стелі' 'хороший сніданок'
 'чистота персонал' 'привітний персонал' 'місце розташування']","['одноразових капців' 'закритих вікнах' 'запах каналізації' 'біля ліжка'
 'чайника номері' 'номері холодно' 'склалося враження']"
vintage-boutique.uk.html,"['чудовий готель' 'центрі міста' 'гарний дизайн' 'хороші сніданки'
 'сніданок гарний' 'привітний персонал' 'місце розташування']","['двері номер' 'шум вулиці' 'ліжко скрипить' 'маленькі кімнати'
 'закритих вікнах' 'гучна музика' 'погано працював']"
eco-grill-restaurant-aquarius.uk.html,"['затишний готель' 'хороша кухня' 'спокійне місце' 'тепло номері'
 'смачний сніданок' 'привітний персонал' 'язаний персонал']","['відсутність можливості' 'круті сходи' 'відсутність холодильника'
 'запах ванній' 'бажати кращого' 'яко кажучи' '39 ясувалося']"
vivs-ke-peredmistia.uk.html,"['зручний номер' 'зручні ліжка' 'місце розташування' 'чисто приємний'
 'привітний персонал' 'доброзичливий персонал' 'сніданок відмінний']","['номер першому' 'важко знайти' 'запах каналізації' '700 грн'
 'номері холодно' 'номері холодно' 'сусідній номер']"
tourist-lviv.uk.html,"['номер просторий' 'відмінний готель' 'номері чисто' 'ввічливий персонал'
 'персонал привітний' 'приємний персонал' 'розташування зручне']","['ванній кімнаті' '20 00' 'завадив би' 'відсутність кондиціонера'
 'номері фена' 'номері холодно' 'радянських часів']"
batori.uk.html,"['чистий затишний' 'затишний готель' 'чисто затишно' 'своя парковка'
 'приємний персонал' 'привітний персонал' 'співвідношення ціна']","['туалетного паперу' 'відсутність сніданку' 'шум машин' 'душовій кабіні'
 'номері холодильника' 'номері прохолодно' 'незручне розташування']"
apartment-on-pekarska.uk.html,"['затишний готель' 'центру 10' 'красива територія' 'чисто затишно'
 'ввічливий персонал' 'персонал чистота' 'чистота затишок']",['прийняти душ' '1000 грн']
porto-franco.uk.html,"['чистий номер' 'чудовий готель' 'гарний сніданок' 'чисто затишно'
 'персонал смачний' 'привітний персонал' 'зручне розташування']","['запах каналізації' 'грн ніч' 'звукоізоляція чутно' 'повна відсутність'
 'погана звукоізоляція' 'звукоізоляція номері' 'ванній кімнаті']"
pervachok.uk.html,"['комфортний номер' 'місце розташування' 'смачні сніданки' 'чисто затишно'
 'привітний персонал' 'персонал затишний' 'зручне розташування']","['вода тепла' 'вода душі' 'косметичного ремонту' 'відсутність чайника'
 'ванній кімнаті' 'неприємний запах' 'радянських часів']"
