,title,pos_text,neg_text,ratingValue,bestRating
7,"Новий готель, сучасний дизайн, неперевершені види з вікна та...","Новий готель, сучасний дизайн, неперевершені види з вікна та балкону, усі спа-процедури та тренажери чудові. Сніданок у ресторані перевершив усі очікування! Територія доглянута та надзвичайно чиста! Персонал уважний та привітний! Готель заслуговує на усі 5 зірок за європейськими мірками! Родзинкою усьго є басейн з дельфінами!!!",Погода могла бути теплішою,10.0,10.0
8,"В загальному, добре.","Не сподобався номер з видом на дельфінарій. Відсутність нормального вікна, балкону.",Сніданок  гарний.,6.3,10.0
9,Місце,Місце,"Застава в розмірі 5000,00 грн. За що? Вперше зустрічаю таке.",7.5,10.0
10,"Прекрасний новий корпус готелю, розташований біля самого...","Прекрасний новий корпус готелю, розташований біля самого моря. Номер люкс з видом на море просто розкішний. Відпочивати приємно і комфортно.",Персонал міг би бути привітнішим.,9.2,10.0
11,"Дуже гарний, дорого обладнений номер.","Дуже гарний, дорого обладнений номер. Сам готель не є дуже великим. Вигляд на море, поряд парк. Сніданок засмутив хоча нічого поганого сказати не можу.","Спорт зал рекламується по радіо. Відповідно в ньому багато людей, які не проживають в готелі. На час нашого перебування проводились ремонтні роботи. Гуркіт перфораторів, збирання і ремонт якихось конструкцій на вулиці.",9.2,10.0
12,"Персонал готелю перевершив очікування, чудові враження!","Персонал готелю перевершив очікування, чудові враження!","СПА доволі компактне, тому при великій завантеженості доводилось чекати, щоб потрапити в сауну чи джакузі.",8.8,10.0
13,"Много людей в бассейне, не проживающих в отеле, т.","Много людей в бассейне, не проживающих в отеле, т.к есть возможность купить абонемент на день пребывания в бассейнах за 200 грн в будние дни и 300 грн в выходные с человека.","Очень вкусные завтраки, цены на кухню и бар в течении дня такие же, как в других ресторанах рядом. Прекрасный бассейн с подогретой морской водой (во время нашего пребывания температура моря была 16 градусов) Если устраивает цена, то это лучший отель в Одессе",8.8,10.0
14,"Прекрасный персонал,очень вкусное питание,прекрасный бассейн...","Прекрасный персонал,очень вкусное питание,прекрасный бассейн,в номере все предусмотрено даже средство от комаров! Одним словом ВПЕЧАТЛЕН",,9.6,10.0
15,"Плавання з дельфінами, море за вікном , наполеон)))","Плавання з дельфінами, море за вікном , наполеон)))",Сіра кімната,8.8,10.0
0,Дуже затишний готельчик.,"Дуже затишний готельчик. Враження, що маленький закордон. Постелі - чисті і загалом номер хоч і невеликий, але дуже затишний і чистий. Рушники, фен, гелі, мило, туалетний папір і наповнений бар - все як треба. Власник - дуже приємна жінка)) Так тримати!",,10.0,10.0
1,"Враження нейтральні, персонал веселий","Близько до центру, не висока вартість, зручний не великий номер","Для входу в середину потрібно два рази телефонувати в домофон, самому зайти не має можливості, це трохи напрягає бо ти задіюєш людей. Юморний Одеський таксист сказав що в приміщенні цього будинку був тубдиспансер, ми провірили, це дійсно так...🙁...але чи він був іменно в тих приміщеннях де зараз готель я стверджувати не можу бо не знаю. Хотілось би вірити що це не так.",7.1,10.0
2,"Дуже зручне розташування, зручний і чистий номер, приємний...","Дуже зручне розташування, зручний і чистий номер, приємний персонал","Не сподобалось, що всі вікна в номері виходять на загальну терасу, де шумно і палять, тому вікно відкрити неможливо",8.3,10.0
3,"Парковки біля ""готелях"" немає, а це центральна частина міста. Адміністрація це взагалі треш.... Розр",Нічого. Раджу не зупинятися,"Парковки біля ""готелях"" немає, а це центральна частина міста. Адміністрація це взагалі треш.... Розрахунок тільки готівкою, авто поставити просто на вулиці або шукайте парковку, хоча в описі є стоянка. Але головне було попереду, звітні документи обіцяли зробити, коли будемо виї'зжати. Ранком замість звітних документів отримали від руки заповнений рахунок, без жодного підтвердження оплати, касовий апарат відсутній квітанцію отримати не можливо, адміністратор запропонував написати розписку та надати відео(як доказ нашого проживання).…. Після бесіди з старшим адміністратором, обіцяли надати квітанцію, надали через  два тижні, при тому що кожні два дні нагадував про обіцянку, нарешті отримавши, змушений ще був оплатити доставку нової пошти цією квитанції.",3.3,10.0
4,"Гарне розташування, чисто, свіжий ремонт.","Гарне розташування, чисто, свіжий ремонт.","Не було в номері засобів особистої гігієни. Після того , як спитали, - все дали. Але, як пояснили все потрібно спитати. І до речі , одна маленька пляшечка гелю на 3 дні, тому везіть все з собою.",10.0,10.0
5,"Розміщення- добре, не далеко від центра, близько до вокзалу.","Розміщення- добре, не далеко від центра, близько до вокзалу.  Персонал привітний та пішли на поступки, стосовно заїзду-виїзду. Кімната простора, чиста, засоби гігієни, кава, чай, електрочайник,  присутні. Це дуже зручно.","Вийшло непорозуміння під час передачі зміни, стосовно мого виселення.",9.0,10.0
6,Гарне місце для відпочинку.,"Гарне розташування поруч з центром, відносно тихий номер, чисто, є все необхідне.","Не було окремого балкона в номері. Номер виходив на загальний балкон, на якому можна палити",9.2,10.0
7,Дуже зручне розташування готелю.,"Дуже зручне розташування готелю. До Оперного 10 хвилин пішки.
Затишний номер.
Потужний вай-фай.
У ванній був фен. 
Персонал дуже доброзичливий, допомагав з різними невеликими питаннями.
Чистота в номері, кондиціонер працював ідеально і рятував від літньої спеки.
Сподобалось зупинятись тут.
Дуже рекомендую.",,10.0,10.0
8,Чистота та бажання керуючої зробити перебування кращим),Чистота та бажання керуючої зробити перебування кращим),Шумоізоляція та запах цигарок в коридорі,8.3,10.0
9,Персонал.,Персонал. умови.чистота.супер😀😀,++++++,10.0,10.0
10,"дуже чисто , дуже привітний персонал, відмінне розташування .","дуже чисто , дуже привітний персонал, відмінне розташування .... приїжаю не перший раз і буду ще",,10.0,10.0
11,Розташування супер,Розташування супер,Сніданків немає !!! Праска поламана ! Номер телефону контактний в ізраїль !,5.4,10.0
12,"Дуже люб’язні адміністратори, привітні та дружелюбні !","Дуже люб’язні адміністратори, привітні та дружелюбні !!)",,8.3,10.0
13,Професійність персоналу,Професійність персоналу,,10.0,10.0
14,супермегафантастично!,супермегафантастично!,,10.0,10.0
15,",,,","Вежливый персонал, чисто, близко к центру.",много ступенек :-),9.2,10.0
0,Мене все влаштувало,"Був у справах. Розташування хороше, зручне. Готель відкривяся видно що недавно, номери зі свіжим ремонтом та хорошими меблями. Сніданок не замовляв. Ціна виправдана і  відносно помірна для Одеси в такий сезон. Дякую.Мене все влваштуа",,10.0,10.0
1,"Дуже приємний і уважний персонал, прекрасне відношення.","Дуже приємний і уважний персонал, прекрасне відношення. Затишно, балкончик у номері. Внутрішній мальовничий дворик",На ковровому покритті у кімнаті були плями,9.6,10.0
2,"Просторий номер, зручне ліжко.","Просторий номер, зручне ліжко. Є невеличкий письмовий стіл та чайник.  Попереду готеля є невеличка парковка(без охорони). Вдень вільних  місць немає, але увечері можна припаркувати авто без проблем(принаймні за дві ночі проблем з паркуванням не виникло)",Номер без виду(вікно на даху). На два дні був один комплект засобів гігієни. Немає відра для сміття.,7.1,10.0
3,Спр,"Коміортне ліжко, дуже чиста постіль.","Замовляла номер з двохспальним  ліжком, а отримала з двома одининарними!",9.6,10.0
4,Оптимально сучасний зручний європейський готель в центрі Одеси,"Центр міста, праска, чайник, душ і всі зручності - що ще можна очікувати. Дуже гарні враження. Сучасне обслуговування і доступні ціни.",Все гарно.,10.0,10.0
5,співробітники палять під вікнами отелю.,,співробітники палять під вікнами отелю. Дим заходить в номер.,9.6,10.0
6,"ввічливий і привітний персонал, у всьому ідуть назустріч...","ввічливий і привітний персонал, у всьому ідуть назустріч гостю, дуже чисто, затишно, смачнющі сніданки, гарне розташування.",,10.0,10.0
7,Шумоизоляция.,,Шумоизоляция.,9.2,10.0
0,"Зручне розташування в центрі Одеси, комфортне ліжко, в...","Зручне розташування в центрі Одеси, комфортне ліжко, в кімнаті (2-місний номер) дуже затишно. Рушники, тапочки, наявність кухні, є кондиціонер. Сніданки були вчасно і смачні! Дуже ввічлива і приємна господиня, прислухалася до кожної примхи. Залишилися тільки приємні враження! :)",,9.2,10.0
1,"Кімната затишна, красива, є все необхідне.","Кімната затишна, красива, є все необхідне. До рушників поклали символічно відкритки з Одеси 🤗
Все відповідало опису на сайті. Ціна/якість адекватна
Розміщення теж сподобалося - досить недалеко від центру, були весною, тож до моря відстань не дивились. 
Власниця дуже приємна, ввічлива) 
Забули навушники, то нам відправили Новою поштою 😊",,9.6,10.0
2,"КЛАСССссС!
","Все господиня, розташування, сервіс, умови просто супер!","Якби ще була пральна машина, то я б і ще доплатив.
А так все відмінно!",10.0,10.0
3,"Все бомба,буду в Одесі заїзду ще)","Все бомба,буду в Одесі заїзду ще)",,10.0,10.0
0,"Як зустріли, пішли на зустріч при заміні квитка по причині...","Як зустріли, пішли на зустріч при заміні квитка по причині відміни рейсу - дозволили перебувати до 20.00 безкоштовно. Дуже чисто. Меблі з дизайном номеру створюють затишок,",Сподобалось все.,10.0,10.0
1,Дуже приємні враження про готель!,"Готель досить новий та знаходиться у зручній локації - недалеко до пляжу (найближчий Дельфін/Чкаловський з безкоштовних, Caleton/Noir з платних), до центру 15 хвилин на таксі, при бажанні можна і пішки дійти. До Аркадії на авто 7 хвилин. Територія повністю огорожена, можна безпечно поставити авто у дворі.  Номери нові, просторі, чисті та охайні, чудовий вид на сад, у номері напівлюкс був балкон. Є чайник, пральна машинка (!), джакузі, душ, ТВ, кондиціонер. Персонал привітний, йде на зустріч клієнту, підкаже усю потрібну інформацію.","У номері було джакузі, але нажаль не працювало, тобто була доступна звичайна функція ванни/душа (пояснили це тим, що діти можуть гратися функціями, тому їх просто видали). Не критично, але потрібно попереджати заздалегідь.  Відпочивали дві доби, але такі дрібниці як чайні покетики чи гель для душу не додавали кожного дня, прийшлось просити.  Телевізор у номері не працював, ми про це не заявляли, бо не дивилися б його, але все ж таки...",9.6,10.0
2,"Відмінне розташування, 10 хвилин до траси Здоров'я, тиха...","Відмінне розташування, 10 хвилин до траси Здоров'я, тиха затишна вулиця, комфортний чистий номер","Засмутила неможливість розрахуватися банківською картою, хоча при бронюванні було вказано, що така можливість існує. Довелося витрачати час на пошук банкомату.",9.6,10.0
3,"Близько до пляжу та центру, є де побігати","сніданок смачний, персонал привітний, підказали де можна смачно поїсти, куди піти щось подивитись. Номер чистий.","Постіль має бути застелена а не сам собі застеляти. В моєму номері був запас свіжого ремонту, але після провітрювання все норм.",7.5,10.0
4,рекомендую для затишноговідпочинку,"Сучасне комфортне та чисте  помешкання,, безвідмовний персонал(забули документи,одразу відгукнулись,відправили курєром.) Сніданок смачний і ситний. По приїзду чекав комплімент(шампанське) Дякую що не забули про мої Іменини.","не скористався сейфом,зламаний замок.Але зрештою це безпечне помешкання,все продумано.",10.0,10.0
5,Прекрасна локація і чесна ціна.,"Чудове місцезнаходження, чистота і комфорт номеру - на відмінно. Із приємних бонусів - ресторан «Дача» просто за рогом:) в холодильнику чекала пляшка відмінного одеського брюту.","Гості сусідніх двох ресторанів досить голосно роз‘їжджаються вночі.. вайфай іноді зникає, але це можна пережити",8.8,10.0
6,Чудове місце для відпочинку біля моря,"Чудове розташування, одне з найбільш затишних місць в Одесі, де ми були. Поруч море, парк, ресторани. ВИд на море з пагорба - 3 хвилини пішки.","Минулого разу в меню були чудові сирники, цього разу їх не було:)",10.0,10.0
7,Не ражду відвідувати! Відношення до гостей на дуже низькому рівні.,"Сучасний ремонт, в кожному номері свій Wi-Fi роутер (але з телефону чомусь не ловило), чисто, розташування біля Французького бульвару.","Дівчина, що була на рецепції, хамила. Також будьте уважні, менеджмент на дуже низькому рівні: я обирала між стандартом і напівлюксом та спеціально забронювала напівлюкс, оскільки він був з ванною (цьому я бачила підтвердження двічі під час бронювання на booking.com). Приїхавши, я дуже засмутилась, оскільки в номері ванної кімнати не було! А інший напівлюкс з ванною був зайнятий. Також на офіційному сайті готелю під час мого перебування було 2 акції, жодну з яких мені не надали. Перша акція - всі номери за ціною стандарту, мені ж не надали знижку, і я платила за номер ціну напівлюкса. Друга акція - при ночівлі від 3 ночей і більше остання ніч зі знижкою 50%, яку мені також не надали, хоч я була 3 ночі. Дівчина на рецепції пояснила це тим, що треба було зробити бронювання через сайт або зателефонувати їм, хоча на оф. сайті такої примітки ніде не було! І коли я попросила, щоб мені показали, де написані ці умови, вона з дуже неприємною посмішкою відповіла, що вони додадуть їх на сайт. В цілому неприємні спогади про готель.",5.4,10.0
8,"Персонал, умови, розташування","Персонал, умови, розташування",Шумоізоляція,9.6,10.0
9,"Доброзичливий персонал, на прохання принести бокали...","Доброзичливий персонал, на прохання принести бокали відгукнулися ж відразу",,10.0,10.0
10,Чистота і місце розташування готелю,Чистота і місце розташування готелю,Немає великого мусорного баку в номері,10.0,10.0
11,Сподобалось все.,Сподобалось все.,,10.0,10.0
12,Достатньо сильний запах каналізації в номері на останьому...,,Достатньо сильний запах каналізації в номері на останьому поверсі,6.7,10.0
13,"Зручності, чистота, розташування біля моря)","Зручності, чистота, розташування біля моря)","Досить шумно з вулиці, але це не вина готелю, тому все ок!",10.0,10.0
14,Гарне розташування поблизу курортної зони,Гарне розташування поблизу курортної зони,,7.5,10.0
0,"Все дуже сподобалось, але єдиний мінус, наш номер виходив на...",,"Все дуже сподобалось, але єдиний мінус, наш номер виходив на Дерибасівську і було досить шумно вночі, а також долинав запах їжі від ресторанів по сусідству.",9.6,10.0
1,Ремонт по сусідству . ,Розташування в центрі міста . Та хороший ресторан внизу,"Номер не прибирали 2 дні . З самого ранку стукіт , будова повним ходом . Ніхто не попередив що буде так шумно .",5.4,10.0
2,Мережа Рейкарц,"Зручне розташування.
Цікавий інтер‘єр.","Відсутність паркінга (є за 80 грн ніч стоянка), якість обслуговування номеру у порівнянні з іншими готелями цієї мережі значно поступається навіть 3зірковим. Номер на 2х, а всього на 1 в номері (рушники, мило...).",6.7,10.0
3,Все решта.,"Все решта. Чисто, затишно. Рушники, халати, постіль - все як в готелі класу люкс. Обовязково повернусь сюди.","Вид з вікна на будівництво. Але це питання саме до нашого номера, є номери з видом на Дерибасівську",9.2,10.0
4,Сподобалось місце розташування.,"Сподобалось місце розташування. 
Свіжий ремонт, меблі. 
Чистота в готелі підтримується на належному рівні.","Персонал може собі дозволити відверто бурчати в спілкуванні, обірвати розмову, розвернутися і піти у своїх справах. Консьерж може зайти в ліфт і сказати проживаючому, що мало місця, чекайте інший...",9.2,10.0
5,Доброзичливість персоналу.,Доброзичливість персоналу. Намагання колективу підтягнути готель до рівня задекларованих 4*.,Телевізор не можна повернути. Температура гарячої води в душі нестабільна. Сніданок дуже бідний і не поповнюється вчасно. Покоївки не вітаються з клієнтами.,7.9,10.0
6,Рекомендую без вагань.,"Розташування, персонал, дизайн і чистота на найвищому рівні. Свіжі постіль, зручне ліжко і мякі рушники.","Не було мила в ванній кімнаті, тільки гель для душу. Рушникосушилка була відсутня. Сніданку бракувало вибору.",10.0,10.0
7,Новий сучасний готель європейського рівня,Новий сучасний готель європейського рівня,"Відсутність підігріву підлоги чи хоча б батареї у санвузлі (покращений двомісний номер). Дуже примітивний сніданок як для 220 грн./ за особу. Персоналу в ресторані забагато, сервісу замало.",9.2,10.0
8,Гарне розташування,Гарне розташування,"По перше, складається стійке враження, що багато українських отелів, надають найгірші номери тим гостям, які розміщували замовлення через Букінг. Отель Мілано не виключення. Зважаючи, що готель м'яко кажучи не був переповнений, нам надали кутовий номер з однією зовнішньою стіною. Так ось цю стіну почати довбати відбійним молотком вже о 8:30 ранку. Саме ця стіна наразі ремонтується і розташована поруч з будивництвом. По друге. Під час заселення в номер, в номері була температура 30 градусів. На що портьє сказав, ""так Вас же чекали, от і прогріли номер"")). Всі спроби відрегулювати кондиціонер власними силами, завершилися нічим. Виходячи з номеру, звернулися про домопогу до працівників на рецепції. Дівчата дивно посміхнулися і відповіли що все полагодять. Ввечері, повернувшися до отеля, температура в номері знову була під 30. Тому кондиціонер був просто вимкнений і відчинине вікно. Таким чином вдалося охолодити номер але нічка була ще та..)) З одного боку, з весь час відчиненим вікном стає досить прохолодно (температура на вулиці вночі 8-10 градусів) і дуже шумно (всеж таки отель на розі Деребасівської і ярмарку з турецькими наїдками), з іншого з зачиненим вікном настає задуха. Трете. Сніданок жахливий. Враховуючи той факт, що сніданок відбувається в рибному ресторані, страви з риби відсутні. Вибір інших страв також не на висоті - одна ковбаса щось типу краківської і пару нарізок сиру, овочі, омлет та млинці. Жахлива ""банякова"" кава. лдним словом для отелю 4 зірки жах. Четверте. Як кажуть вишня на торті.  Вранці у ванній кімнаті бігав тарган.",5.8,10.0
9,Відмінний готель,"Дуже гарний, сучасний і комфортний готель. Ресторан у внутрішньому дворику, затишно і спокійно.","Загально: Якщо заїхали на парковку коло готелю-не факт, що виїдете. Дуже вузька вулиця і щільно заставлена машинами з обох боків (але це не як мінус готелю, а як загальний коментар). Якщо номер виходить вікнами на площу з кіосками і розвагами, то безсоння до 2-3 ночі гарантоване. Навіть добра шумоізоляція вікон  не захищає. Але це знову ж більше питання до «навязчивого» сервісу, який в Одесі скрізь такий: що в Аркадії, що в центрі. Годин спокою не існує, кутьож до ранку скрізь.",9.2,10.0
10,"Непогано, якщо ви не розраховуєте на різноманітний сніданок.","Сучасний ремонт, непоганий інтер'єр, але доволі мінімалістично. Комфортні ліжка і постіль. Розташування в самісінькому центрі - але це занадто галасливе місце - музика лунає дуже голосно і після опівночі - не сподівайтеся заснути.","Занадто мала ванна кімната, навіть одній людині в ній мало місця. Було б непогано мати чайник  в номері. Сніданки в ресторані ""Риба у вогні"" були набагато нижчими за очікування - з м'ясних нарізок сало і невисокого гатунку ковбаса, жодної присутності риби. Були овочі і омлет з беконом - невиразно для Одеси, я дуже розчарована.",7.9,10.0
11,Чудовий дизайн.,Чудовий дизайн. Фіскпльний чек,"Готель не підходить для бізнес подорожей. Немає лоббі і немає столів в номерах. Досить гамірно поблизу, хоча в номері не було чутно вулицю",7.9,10.0
12,"Excellent location, on the main street.","Excellent location, on the main street. All POI not far away from a hotel. Clean room. Great bathroom. Гарне розташування прямо на головній вулиці. Всі цікаві місця в пішій доступності. Чисто, гарна ванна кімната.",Smell from market opposite to hotel.,9.2,10.0
13,"Номер був охайний, умови задовільнили, але не зрозуміло,...","Номер був охайний, умови задовільнили, але не зрозуміло, чому ціна на сайті і в реальності суттєво відрізнялася, персонал цього пояснити не зміг, аргументуючи це тим, що на сайті сталася якась помилка і такої ціни не існує. Висновок такий, що бронюючи цей готель ви граєте у лотерею.","Вранці не було гарячої води, на наше звернення реакції не було.",9.2,10.0
14,Одноманітні снідпнки,,Одноманітні снідпнки,8.3,10.0
15,"Розташування готелю дуже зручне, ","Розташування готелю дуже зручне,","В номері за столом немає дзеркала. Сніданки кожного дня однакові, на гарнір гречка і яєшня",7.9,10.0
16,"Розташування чудове, персонал теж на висоті","Розташування чудове, персонал теж на висоті","Ремонтні роботи з 08 ранку, які заважають відпочивати .",7.9,10.0
17,"Чисто, зручне розташування, привітний персонал.","Чисто, зручне розташування, привітний персонал. Незважаючи на центр міста й ресторан на першому поверсі, в кімнаті було тихо.",Кімната дуже маленька.,9.6,10.0
18,"Чудове місце для роботи і відпочинку
",Чудове місце для роботи і відпочинку,,8.8,10.0
19,"Ремонт в будівлі поблизу, відповідно починаючи з 9 ранку...",,"Ремонт в будівлі поблизу, відповідно починаючи з 9 ранку свердління і шум. Сніданок не вартує своїх грошей",8.8,10.0
20,Розчарування,Розташування,"Погано працював TV 
Не привітливий рецепшен",6.7,10.0
21,"Доволі слабенький ""шведський"" стіл/сніданок за...","Доволі слабенький ""шведський"" стіл/сніданок за таку вартість.",,9.6,10.0
22,"Місце розташування, дизайн, чистота, сніданок","Місце розташування, дизайн, чистота, сніданок","Було холодно у номері, опалення немає, кондиціонер не справлявся.",9.2,10.0
23,"Чудове розміщення, класний дизайн","Чудове розміщення, класний дизайн",Дуже повільний wifi,9.2,10.0
24,відсутність капців.,,відсутність капців.,9.6,10.0
0,"Персонал дуже чуттєвий, з розумінням ставиться до ситуацій.","Персонал дуже чуттєвий, з розумінням ставиться до ситуацій. У нас була спочатку проблема з номером, але вона вирішилась за хвилину, дівчата просто неймовірні. І так як у мене було день народження, нам ще від готелю подарували пляшку шампанського.",,9.2,10.0
1,Самі розчарування (((,"Чудове розташування,  всього пару хвилин- і море. На рецепції дівчата допомагали у вирішенні додаткових прохань- у нашому випадку кип'ячена вода для маляти. Змінено дизайн кафе-ресторану в позитивну сторону, стало ще затишніше та елегантніше.","Дуже стійкий запах сирості в номері,  навіть регулярне провітрювання не допомагало, в санвузлі шви на плитці внизу чорні. Прибирання номеру триває 5 хвилин,  при цьому забирається сміття та змітається сміття на підлозі, змінюються грязні рушники. Вологого прибирання не робили, в санвузлі унітаз та умивальник теж не мився.",6.3,10.0
2,Рекомендую,"Новий ремонт, великі просторі і світлі кімнати. Чисто і затишно. На березі моря.","Не прибирають під час проживання. Незважаючи на те, що ми проживали три дні - прибиральниця не прийшла і навіть не змінила рушник для підлоги у ванні і не забирають сміття. Ну, і дівчата з рецепшену вночі закривають готель і йдуть спати на другий поверх - достукатись важко.  І ще!!!!! Не ведіться на сніданки в кафе одразу біля готелю - не смачно, неякісно, довго. Краще відійти 30 метрів вліво - неперевершене кафе ""Шаланда""",8.3,10.0
3,На три зірки,"Розташування на березі моря, чисте прохолодне приміщення в гарній кольоровій гамі, нові гарні штори, москитна сітка, кондиціонер, фен, привітний персонал.","Сімейний номер не відповідає сімейному, так як розкладний диван стоїть в коридорі під дверима в туалет. Тобто, кімната одна. Телевізор не працює, так як в готелі взагалі відключена трансляція. Несправний водостік в душовій кабіні.",6.7,10.0
4,Персонал готелю дуже привітний і готовий допомогти з любими...,Персонал готелю дуже привітний і готовий допомогти з любими питаннями.,"В номерах з виглядом на море дуже чутно гул і музику з кафе під вікнами, а працюють вони до останнього клієнта. Якщо вам хочеться більш спокійного помешкання і ви хочете тиші після 10-ї години, то краще брати звичайний номер з вікнами у внутрішній двір.",7.9,10.0
5,Вид на море з вікна зранку - це найбільша перевага цього...,"Вид на море з вікна зранку - це найбільша перевага цього готелю. Він по-суті знаходиться на пляжі. 
Дуже просторий номер, світлий, з мінімалістичним дизайном та морською гамою кольорів. Ми з сім'єю задоволені!",,9.6,10.0
6,Сподобалось,"Розташування біля пляжу, прохолода в номері","Не вистачало чайника в номері (довелось везти з собою) і рушника чи килимка для ніг у ванній. І ще, наступного разу оберу номер з видом на море, однозначно.",7.5,10.0
7,Для відпочинку рекомендую.,Відпочивала у травні та сніданок не було включено до проживання.,"Відпочивала на прикінці мая у 2018 році. Взагалі не сподабалась зона відпочинку біля отеля ""Волна"" (кафе), та й ціни на їжу враховуючи 10% знижки як для клієнта отеля не нададють той комфорт, який я отримала у минулому році. Поясню: в минулому році 2017 дуже комфортно було влаштовано зону віпочинку для прийняття їжи, це булі комфортні дивани з подушками (меблі ЮСК) де з задоволенням можливо було відпочити, поїсти і випити кави, у 2018 році я не була клієнтом кафе, оскільки зона відпочинку для прийняття їжи більш походить на кафе-столовку, адже коли людина платить за їжу на морі, вона вибере більш комфортне місце, ніж просто стілець та стіл, та й пусте кафе не спонукало стати його единим кліентом, дуже прикро, що затрати адміністрації на персонал та організацію кухні та сподівання кліента на комфортний відпочинок не привели до взаемних результатів по причині  поганого облаштовування зони відпочинку, і це єдиний мінус. А взагалі, все дуже сподобалось Місцерозташування Отелю ""Волна"" у двох метрах від моря - беззаперечно класне, чисті та комфортні номери, уважний персонал та привітлива адміністрація... Наступного разу оберу тільки Отель ""Волна"".",9.6,10.0
8,"Дуже задоволені відпочинком в цьому готелі, розташування та чистота номерів-дуже великий плюс",Номер дуже чистий і світлий Вигляд з номеру на море дуже гарний та пляж розташований одразу перед готелем До моря йти 2 хвилини Великим плюсом є ранній в'їзд та пізній виїд,"Сходи на 2 поверх готелю-дівчатам не дуже зручно з чемоданом підніматись Можливо є ліфт, ми не уточнили",10.0,10.0
