,title,pos,neg,ratingValue,bestRating,rate
2466,"['Не', 'було', 'склянки', 'в', 'номері']",['Nan'],"['Не', 'було', 'склянки', 'в', 'номері']",7.5,10.0,0
2467,"['сніданки', 'персонал', 'чудовий', 'басейн']","['сніданки', 'персонал', 'чудовий', 'басейн']","['Сантехніка', 'не', 'якісна', 'балкона', 'немає']",8.3,10.0,0
2468,"['Все', 'сподобалось']","['Все', 'сподобалось', 'Сніданок', 'дивовижний']",['Nan'],10.0,10.0,1
2469,['Все'],['Все'],['Nan'],10.0,10.0,1
2470,"['Все', 'добре']","['Хороше', 'розташування']","['Все', 'ок']",10.0,10.0,1
2471,"['Місцезнаходження', 'неперевершене']","['Місцезнаходження', 'неперевершене', 'сніданки', 'дуже', 'смачні']","['Відсутність', 'балкона', 'неможливо', 'прослухувати', 'речі', 'після', 'моря']",8.8,10.0,0
2472,"['Розташування', 'та', 'персонал']","['Розташування', 'та', 'персонал']","['Потребує', 'косметичного', 'ремонту']",8.3,10.0,0
2473,"['Розташування', 'чудове', 'поруч', 'пляж', 'закрита', 'парковка', 'не']","['Розташування', 'чудове', 'поруч', 'пляж', 'закрита', 'парковка', 'не', 'хвилюєшся', 'за', 'своє', 'авто', 'в', 'номері', 'є', 'все', 'необхідне', 'в', 'цілому', 'все', 'відмінно']",['Nan'],10.0,10.0,1
2474,"['шикарне', 'місце', 'будьте', 'достойними', 'його', 'краси']","['Чудове', 'розташування', 'готелю', 'на', 'берез', 'моря']","['Номер', 'був', 'дуже', 'маленький', 'та', 'не', 'сучасний', 'Відчувався', 'запах', 'сирості', 'У', 'басейні', 'дуже', 'багато', 'хлору']",7.5,10.0,0
2475,"['В', 'номерах', 'могли', 'б', 'бути', 'чайники']",['Nan'],"['В', 'номерах', 'могли', 'б', 'бути', 'чайники', 'Ціна', 'сніданку', 'зависока', 'для', 'такої', 'пропозиції']",8.3,10.0,0
2476,['задоволена'],"['розташування', 'парковка', 'басейн']",['рушники'],8.8,10.0,0
2477,"['Рядом', 'с', 'морем', 'и', 'при', 'этом', 'можно', 'поехать', 'к', 'готелю', 'на', 'авто']","['Рядом', 'с', 'морем', 'и', 'при', 'этом', 'можно', 'поехать', 'к', 'готелю', 'на', 'авто', 'Очень', 'удобно', 'когда', 'у', 'вас', 'с', 'собой', 'куча', 'детских', 'вещей', 'типа', 'коляски', 'велика', 'и', 'тп', 'Радушне', 'и', 'Отзыв', 'персонал']","['Столичная', 'кровать', 'в', 'спальне', 'а', 'вот', 'спать', 'на', 'надскладної', 'диван', 'в', 'гостинно', 'не', 'рекомендовано', 'бы']",10.0,10.0,1
2478,"['Це', 'просто', 'жах']",['Nan'],"['Це', 'просто', 'жах']",3.3,10.0,-1
2479,"['Треба', 'адміністрації', 'читати', 'позиви', 'і', 'проводити', 'більше', 'часу', 'біля', 'ресепшн', 'Всі', 'відповіді', 'там']","['Розташування', 'дійсно', 'зручне', 'але', 'як', 'що', 'ви', 'приїхали', 'на', 'машині', 'то', 'знайти', 'паркінг', 'це', 'квест', 'Можна', 'казати', 'Одеса', 'и', 'все', 'таке', 'але', 'чотири', 'зірки', 'вимагають', 'іншого', 'Зробіть', 'буть', 'ласка', 'зручним', 'заїзд', 'на', 'паркінг', 'Дівчина', 'на', 'ресепшн', 'стає', 'автоматично', 'героєм', 'рятівником', 'коли', 'супроводжує', 'по', 'телефону', 'Розташування', 'і', 'обслуговування', 'на', 'ресепшн', 'супер']","['Мій', 'номер', 'був', 'на', '14', 'поверху', 'і', 'перше', 'що', 'я', 'почув', 'коли', 'зайшов', 'це', 'був', 'запах', 'каналізації', 'з', 'ванної', 'кімнати', 'Далі', 'без', 'коментарів']",6.3,10.0,0
2480,"['при', 'бронюванні', 'я', 'не', 'звернула', 'увагу', 'на', 'те', 'що', 'ціна', 'була']",['Nan'],"['при', 'бронюванні', 'я', 'не', 'звернула', 'увагу', 'на', 'те', 'що', 'ціна', 'була', 'вказана', 'без', 'сніданку', 'тому', 'що', 'вже', 'зупинялася', 'у', 'цьому', 'готелі', 'і', 'він', 'входив', 'у', 'вартість', 'При', 'поселенні', 'я', 'розписувалася', 'про', 'час', 'сніданку', 'і', 'місце', 'його', 'розташування', 'і', 'мені', 'жодним', 'чином', 'не', 'повідомили', 'що', 'я', 'його', 'не', 'матиму', 'і', 'не', 'запропонували', 'його', 'оплатити', 'Зранку', 'для', 'мене', 'це', 'виявилося', 'повною', 'несподіванкою', 'Прийшлось', 'йти', 'снідати', 'у', 'інше', 'місце']",9.6,10.0,1
2481,"['Будемо', 'зупинятися', 'в', 'Одесі', 'в', 'інших', 'готелях']",['Nan'],"['неорганізованість', 'персоналу', 'спершу', 'нас', 'поселили', 'в', 'номер', 'в', 'якому', 'як', 'виявилося', 'уже', 'жили', 'інші', 'люди', 'Потім', 'нам', 'номер', 'замінили', 'але', 'двох', 'дорослих', 'чоловіків', 'поселили', 'в', 'один', 'номер', 'з', 'двоспальне', 'ліжком', 'замовляли', 'з', 'двома', 'окремими', 'На', 'наші', 'зауваження', 'намагалися', 'нас', 'же', 'й', 'зробити', 'крайніми', 'допитуючись', 'чому', 'ми', 'не', 'передзвонили', 'дізнатися', 'про', 'доступність', 'заброньовано', 'і', 'підтвердженого', 'номера']",6.7,10.0,0
2482,"['Вже', 'не', 'вперше', 'в', 'цьому', 'готелі']","['Вже', 'не', 'вперше', 'в', 'цьому', 'готелі', 'Сподобалось', 'розташування', 'чистота', 'номера', 'дуже', 'приємна', 'ціна', 'в', 'цьому', 'сезоні']","['Зараз', 'поруч', 'з', 'готелем', 'йде', 'будівництво', 'вид', 'з', 'вікон', 'деяких', 'номерів', 'на', 'недобудову']",9.6,10.0,1
2483,"['Сподобалось', 'майже', 'все']","['Сподобалось', 'майже', 'все', 'Чисто', 'гарний', 'персонал', 'вид', 'на', 'море', 'парковка', 'смачний', 'ресторан', 'на', 'першому', 'поверсі', 'Близько', 'до', 'моря', 'та', 'до', 'Траси', 'здоров', 'я']","['Нажаль', 'сніданок', 'не', 'був', 'включений', 'у', 'ціну', 'люксах']",9.6,10.0,1
2484,['непогано'],"['гарні', 'сніданки', 'майже', 'до', 'обіду', 'привітний', 'ресепшн', 'хороше', 'місце', 'розташування', 'готелю', 'безкоштовний', 'паркінг', 'тепло', 'у', 'номері', 'відпочивав', 'у', 'січні']","['ергономіки', 'в', 'номері', 'можна', 'було', 'зробити', 'краще', 'ванна', 'кімната', 'потребує', 'косметичного', 'ремонту', 'готель', 'позиціонує', 'себе', 'як', '4', 'зірковий', 'тому', 'такі', 'побажання']",7.9,10.0,0
2485,"['Сніданок', 'НЕ', 'включено', 'у', 'вартість', 'проживання', 'його', 'потрібно']",['Nan'],"['Сніданок', 'НЕ', 'включено', 'у', 'вартість', 'проживання', 'його', 'потрібно', 'бронювати', 'окремо', 'і', 'про', 'це', 'не', 'заявлено', 'одразу', 'а', 'тільки', 'незрозумілим', 'для', 'мене', 'приписом', 'в', 'момент', 'вибору', 'номера', 'Сніданок', 'коштує', 'UAH', '185', 'На', '12', 'му', 'поверсі', 'не', 'приймається', '3', 'G', 'та', 'LTE', 'сигнал', 'при', 'цьому', 'геть', 'погано', 'працює', 'wi', 'fi', 'я', 'кілька', 'разів', 'звертався', 'за', 'допомогою', 'обіцяли', 'все', 'терміново', 'виправити', 'але', 'по', 'факту', 'нічого', 'не', 'відбувалося', 'і', 'лише', 'в', 'момент', 'виїзду', 'мені', 'таки', 'сказали', 'что', 'там', 'зламаний', 'роутер', 'і', 'потрібна', 'його', 'заміна']",7.1,10.0,0
2486,"['Гарний', 'процвітаючий', 'готель', 'для', 'ділових', 'поїздок', 'підходить']","['Готель', 'справляє', 'враження', 'респектабельного', 'є', 'стенд', 'з', 'фотографіями', 'відомих', 'персон', 'що', 'проживали', 'в', 'готелі', 'Видно', 'що', 'користується', 'попитом', 'бо', 'рецепт', 'працює', 'на', 'повну', 'практично', 'весь', 'час', 'у', 'режимі', 'авралу']","['Ціни', 'за', 'сніданки', '180', 'гривень', 'і', 'це', 'зі', 'знижкою', 'для', 'мене', 'багатенько', 'Ну', 'що', 'ще', 'написати', 'нічого', 'не', 'буду', 'бо', 'треба', 'буде', 'видумувати']",8.8,10.0,0
2487,"['В', 'цілому', 'дуже', 'добре']",['Nan'],"['1', 'Сніданок', 'необхідно', 'включати', 'у', 'вартість', 'проживання', '2', 'Безпідставне', 'надумане', 'стягування', 'туристичного', 'збору', 'з', 'метою', 'додаткового', 'заробітку', '3', 'Відсутність', 'доступних', 'застережень', 'щодо', 'необхідності', 'сплачувати', 'туристичний', 'збір', 'у', 'разі', 'відсутності', 'документів', 'про', 'відрядження', 'що', 'не', 'є', 'складнощів', 'на', 'сьогодні', 'виготовити', 'будь', 'кому', '4', 'не', 'уважність', 'персоналу', 'до', 'забутих', 'речей', 'у', 'номері', 'і', 'відсутність', 'спроби', 'їх', 'повернути', 'власнику', 'мова', 'йде', 'про', 'зарядний', 'пристрій', 'до', 'телефону']",7.9,10.0,0
2488,"['Дуже', 'поганий', 'інтернет', 'персонал', 'не', 'особо', 'привітний', 'ми', 'були', 'з']",['Nan'],"['Дуже', 'поганий', 'інтернет', 'персонал', 'не', 'особо', 'привітний', 'ми', 'були', 'з', 'малою', 'дитиною', 'приїхали', 'при', 'поселені', 'швейцара', 'показалося', 'що', 'в', 'них', 'не', 'має', 'ліжко', 'дуже', 'маленьке', 'номер', 'теж', 'сніданки', 'кожного', 'дня', 'одинакові', 'якщо', 'приходити', 'на', 'сніданок', 'в', '09', '00', 'то', 'можна', 'сказати', 'що', 'вже', 'нічого', 'не', 'має', 'а', 'якщо', 'щось', 'доносять', 'то', 'вже', 'холодне', 'общим', 'враження', 'не', 'дуже', 'більше', 'туди', 'не', 'завітає']",5.4,10.0,-1
2489,"['Чисто', 'в', 'номерах', 'близько', 'Аркадія', 'можна', 'з', 'собакою', 'проживати']","['Чисто', 'в', 'номерах', 'близько', 'Аркадія', 'можна', 'з', 'собакою', 'проживати', 'в', 'готелі']","['Дуже', 'шумлять', 'іноземні', 'туристи', 'звернувшись', 'на', 'ресепшн', 'отримала', 'швидке', 'реагування', 'АЛЕ', 'охоронець', 'який', 'був', 'присланий', 'заспокоїти', 'сусідів', 'не', 'розумів', 'зовсім', 'англійської', 'мови', 'і', 'пояснював', 'туркам', 'на', 'російській', 'мові']",6.3,10.0,0
2490,['Рекомендую'],"['Рецепція', 'дуже', 'доброзичлива', 'і', 'привітна', 'працюють', 'оперативно', 'В', 'номері', 'є', 'все', 'необхідне', 'для', 'комфортного', 'відпочинку', 'прибирання', 'кожного', 'дня', 'Сніданок', 'смачний', 'різноманітний']","['Кава', 'несмачна', 'на', 'сніданку', 'і', 'офіціантки', 'поводять', 'себе', 'жахливо', 'непривітні']",7.5,10.0,0
2491,"['Особливо', 'раджу', 'для', 'відряджень', 'Ви', 'зможете', 'гарно', 'відпочити', 'після', 'роботи']","['Сервіс', 'чудовий', 'персонал', 'ідеальний', 'неорієнтований', 'Отримала', 'велике', 'задоволення', 'від', 'обслуговування', 'Чудовий', 'і', 'дуже', 'смачний', 'сніданок']","['водичку', 'в', 'номер', 'не', 'завжди', 'приносили']",9.2,10.0,1
2492,"['Не', 'вартий', 'своїх', 'грошей']","['Чисто', 'зручний', 'матрац', 'простора', 'кімната', 'Але', 'є', 'маса', 'кращих', 'варіантів', 'за', 'меншу', 'ціну']","['Дуже', 'зекономили', 'на', 'ремонті', 'у', 'душі', 'немає', 'штанги', 'тільки', 'нерегульований', 'кронштейн', 'або', 'в', 'руках', 'або', 'на', 'голову', 'Вся', 'сантехніка', 'в', 'нальоті', 'і', 'корозії', 'голівка', 'душу', 'неврегульована', 'і', 'тече', 'катається', 'унітаз', 'Дуже', 'тісний', 'санвузол', 'при', 'тому', 'що', 'кімната', 'величезна', 'Гачки', 'для', 'одягу', 'по', '10', 'грн', 'кухонні', 'падають', 'зі', 'штанги', 'недешевий', 'сніданок', 'за', 'окрему', 'плату', 'абсолютно', 'не', 'вартий', 'своїх', 'грошей', 'голодним', 'не', 'лишився', 'але', 'ціна', 'та', 'смак', 'і', 'вибір', 'ніяк', 'не', 'співвідносяться']",7.5,10.0,0
2493,"['Місцезнаходження', 'зручне', 'коли', 'ти', 'на', 'відпочинку', 'або', 'маєш', 'вільний', 'час', 'для', 'відвідування', 'пляжу']","['привітний', 'персонал', 'зручні', 'ліжка', 'постільна', 'білизна', 'та', 'халати', 'Смачний', 'сніданок', 'з', 'великим', 'вибором', 'тістечок']","['Сніданок', 'у', 'готелі', 'надають', 'з', '7.30', 'Це', 'не', 'зручно', 'для', 'людини', 'що', 'приїхала', 'у', 'справах', 'В', 'іншому', 'готелі', 'мені', 'запропонували', 'свіжий', 'сніданок', 'не', 'в', 'ланч', 'боксах', 'у', 'будь', 'який', 'зручний', 'для', 'мене', 'час', 'за', 'індивідуальним', 'меню', 'Також', 'деякі', 'номери', 'готелю', 'вже', 'потребують', 'ремонту']",7.9,10.0,0
2494,"['зупинявся', 'по', 'роботі']","['зупинявся', 'по', 'роботі', 'З', 'раннім', 'заселенням', 'не', 'склалось', 'проте', 'натомість', 'мав', 'приємний', 'бонус', 'в', 'вигляді', 'номеру', 'люкс', 'замість', 'стандартного', 'в', 'тужу', 'ціну', 'Окремо', 'хочу', 'відмітити', 'персонал', 'Так', 'сталося', 'що', 'покидаючи', 'готель', 'забув', 'в', 'номері', 'паспорт', 'По', 'приїзду', 'до', 'Києва', 'зателефонував', 'в', 'готель', 'і', 'мені', 'цього', 'ж', 'дня', 'відправили', 'документ', 'Новою', 'Поштою', 'Дякую', 'дівчатам', 'на', 'рецепції', 'Аркадія', 'і', 'море', 'в', '1', 'хв', 'Поряд', 'ТЦ', 'та', 'супермаркет', 'Впевнений', 'що', 'для', 'відпочинку', 'готель', 'буде', 'супер']","['Довго', 'чекати', 'поки', 'в', 'душі', 'поллється', 'горячая', 'вода', 'але', 'загального', 'враження', 'це', 'не', 'змінило']",9.6,10.0,1
2495,"['Сподобалося', 'ставлення', 'персоналу', 'якість', 'прибирання', 'номера']","['Сподобалося', 'ставлення', 'персоналу', 'якість', 'прибирання', 'номера', 'якість', 'обслуговування', 'в', 'ресторані', 'можливість', 'паркування', 'автомобіля', 'в', 'гаражі', 'Відмінний', 'Вайда', 'Наявність', 'поблизу', 'готелю', 'ресторанів', 'магазинів', 'і', 'кафе', 'дає', 'можливість', 'обирати', 'варіанти', 'харчування']","['Сніданок', 'не', 'розрахований', 'на', 'людей', 'що', 'дотримуються', 'посту']",8.3,10.0,0
2496,"['Милий', 'гарний', 'стильний', 'готель']","['Милий', 'гарний', 'стильний', 'готель', 'В', 'ресторані', 'все', 'дуже', 'вишукано', 'і', 'смачно']","['Це', 'не', 'зовсім', 'мінус', 'Це', 'просто', 'мої', 'думки', 'В', 'готелях', 'такого', 'рівня', 'я', 'звикла', 'бачити', 'якийсь', 'ресторан', 'терасу', 'на', 'останніх', 'поверхах', 'Прикро', 'що', 'такого', 'не', 'було']",10.0,10.0,1
2497,"['Дякую', 'за', 'чудовий', 'та', 'гостинний', 'прийом']","['Дуже', 'чисто', 'затишний', 'номер', 'привітний', 'персонал', 'чудове', 'місце', 'розташування', 'гарні', 'екс', 'та', 'інтер', 'єр', 'дуже', 'великий', 'позитивний', 'спогад', 'залишив', 'ресторан', 'при', 'готелі']","['Не', 'знайшла', 'мінусів']",10.0,10.0,1
2498,"['Готель', 'не', 'відповідає', 'заявленим', '4', 'зіркам', 'зовсім']","['наближеність', 'до', 'моря', 'смачна', 'їжа', 'в', 'ресторані', 'поруч']","['при', 'сильному', 'вітрові', 'ззовні', 'в', 'номері', 'реально', 'гуляє', 'вітер', 'і', 'чути', 'завивання', 'бо', 'велика', 'щілина', 'між', 'підлогою', 'та', 'дверями', 'низька', 'стеля', 'маленькі', 'вікна', 'навіть', 'покращений', 'Твін', 'нагадує', 'камору', 'папы', 'Карло', 'з', 'виглядом', 'на', 'бесконечно', 'стройки', 'погана', 'шумоізоляція', 'в', 'номері', 'чути', 'як', 'в', 'коридорі', 'включаються', 'виключаються', 'економні', 'лампочки', 'коли', 'проходять', 'люди', 'лоббі', 'зовсім', 'не', 'затишне', 'персонал', 'на', 'рецепції', 'трохи', 'гальмує', 'іноземною', 'мовою', 'спілкується', 'погано', ""нав'язлива"", 'реклама', 'на', 'моніторах', 'в', 'ресторані']",5.8,10.0,-1
2499,"['Чудовий', 'готель', 'європейського', 'рівня']","['Сподобався', 'великий', 'просторий', 'номер', 'з', 'високою', 'стелею', 'та', 'чудовим', 'виглядом', 'з', 'вікна', 'Також', 'великим', 'плюсом', 'була', 'присутність', 'повноцінного', 'ресторану', 'відразу', 'в', 'будівлі', 'готелю', 'Через', 'ресторан', 'можна', 'було', 'напряму', 'потрапити', 'в', 'торговий', 'центр', 'що', 'розміщується', 'поруч', 'В', 'ТЦ', 'є', 'Сільпо', 'велика', 'дитяча', 'ігрова', 'зона', 'а', 'також', 'інші', 'магазини', 'Дуже', 'зручно', 'Готель', 'має', 'велику', 'власну', 'охороняємо', 'парковку', 'що', 'є', 'дуже', 'зручним', 'для', 'тих', 'хто', 'подорожує', 'на', 'автомобілі', 'Чистий', 'номер', 'Регулярне', 'прибирання', 'Є', 'сейф', 'Готель', 'розміщується', 'в', 'хорошому', 'чистому', 'районі', 'міста', 'неподалік', 'від', 'моря']","['вистачало', 'електро', 'чайника', 'або', 'кавоварки', 'в', 'номері']",9.2,10.0,1
2500,"['Розміщення', 'біля', 'алеї', 'Аркадія']","['Розміщення', 'біля', 'алеї', 'Аркадія']","['Не', 'ідеальна', 'чистота', 'в', 'номері', 'були', 'речі', 'від', 'попередніх', 'гостей', 'відсутнє', 'зручне', 'зеркало', 'з', 'гарним', 'освітленням', 'будівництво', 'навколо']",7.5,10.0,0
2501,"['Все', 'сподобалось', 'дуже', 'привабливий', 'персонал']","['Все', 'сподобалось', 'дуже', 'привабливий', 'персонал']",['Nan'],9.6,10.0,1
2502,['Так'],['Так'],['Nan'],9.6,10.0,1
2503,"['Приїхали', 'раніше', 'години', 'поселення', 'з', 'двома', 'дітьми']","['Приїхали', 'раніше', 'години', 'поселення', 'з', 'двома', 'дітьми', 'Поселили', 'одразу', 'без', 'доплати', 'за', 'ранній', 'заїзд', 'за', 'що', 'окреме', 'дякую', 'персоналу']",['Nan'],9.6,10.0,1
2504,"['Все', 'гарно', 'і', 'нове']","['Все', 'гарно', 'і', 'нове']","['Сирники', 'не', 'смачні']",9.2,10.0,1
2505,"['Гарний', 'і', 'чистий', 'номер']","['Гарний', 'і', 'чистий', 'номер', 'Приємний', 'персонал', 'В', 'номері', 'є', 'халати', 'щодня', 'змінюють', 'рушники']",['Nan'],10.0,10.0,1
2506,"['Дуже', 'комфортне', 'і', 'гарне', 'місце', 'Обожнюю', 'цей', 'готель']","['Дуже', 'гарний', ""інтер'єр"", 'приємний', 'персонал', 'і', 'смачний', 'ресторан']",['Nan'],9.6,10.0,1
2507,"['В', 'готелі', 'чисто', 'комфортно']","['В', 'готелі', 'чисто', 'комфортно', 'Є', 'ресторан', 'в', 'якому', 'смачно', 'готують', 'Персонал', 'привітний']","['Хочеться', 'щоб', 'в', 'номері', 'був', 'чайник', 'та', 'посуд']",10.0,10.0,1
2508,"['хорошая', 'гостиниці']","['Сметливый', 'персонал', 'хорошая', 'кухня']","['Интернет', 'глюки']",9.6,10.0,1
2509,"['Гарне', 'розташування']","['Гарне', 'розташування', 'Поблизу', 'пляж', 'та', 'магазини', 'зупинка', 'громадського', 'транспорту']","['Парковка', 'не', 'велика', 'Варто', 'завчасно', 'подбати', 'про', 'місце', 'на', 'ніч']",7.5,10.0,0
2510,"['Вдалий', 'варіант', 'для', 'відпочинку', 'на', 'морі']","['Дуже', 'вдале', 'розташування', 'Близько', 'до', 'моря']","['Працівники', 'на', 'рецепції', 'працюють', 'не', 'злагоджено']",7.5,10.0,0
2511,"['Номери', 'стандарт', 'також', 'заслуговують', 'на', 'халати']",['Nan'],"['Номери', 'стандарт', 'також', 'заслуговують', 'на', 'халати']",8.3,10.0,0
2512,"['Все', 'просто', 'шикарно']","['Все', 'дуже', 'вишукано', 'та', 'комфортабельні', 'Рекомендую']",['Nan'],10.0,10.0,1
2513,"['Чистий', 'комфортабельний', 'готель', 'зі', 'зручним', 'розташуванням', 'біля', 'моря', 'а', 'також', 'з', 'торговим', 'центром']","['Зручне', 'розташування', 'чисті', 'номери']",['Nan'],9.6,10.0,1
2514,"['Розміщення', 'в', 'номерах', 'з', 'домашніми', 'тваринами']",['Nan'],"['Розміщення', 'в', 'номерах', 'з', 'домашніми', 'тваринами']",7.1,10.0,0
2515,"['комфортний', 'для', 'відпочинку', 'і', 'роботи', 'номер']","['комфортний', 'для', 'відпочинку', 'і', 'роботи', 'номер']","['трохи', 'заплутана', 'парковка']",10.0,10.0,1
2516,"['Місцерозташування', 'комфортність', 'якісний', 'сервіс']","['Місцерозташування', 'комфортність', 'якісний', 'сервіс']",['Nan'],9.2,10.0,1
2517,['все'],['все'],"['жахливо', 'шуміла', 'батарею', 'але', 'коли', 'покликали', 'майстра', 'за', '10', 'хв', 'все', 'поремонтувати']",9.2,10.0,1
2518,"['Ми', 'повернемось']","['Смачно', 'чисто', 'комфортно']","['Все', 'чудово']",10.0,10.0,1
2519,"['загалом', 'сподобалось']","['місце', 'розташування', 'сервіс', 'привітний', 'персонал', 'сподобалось']","['могло', 'бути', 'чистіше', 'в', 'номері']",8.3,10.0,0
2520,"['уважність', 'персоналу']","['уважність', 'персоналу']",['Nan'],9.6,10.0,1
2521,['Гагарін'],"['Зимові', 'ціни', 'чудовий', 'сніданок']","['Брудні', 'вікна']",7.9,10.0,0
2522,"['Співвідношення', 'ціни', 'та', 'якості']","['Співвідношення', 'ціни', 'та', 'якості']",['Nan'],10.0,10.0,1
2523,"['Раджу', 'друзям']","['Смачно', 'затишно', 'вдале', 'розташування']","['Важко', 'відповісти']",10.0,10.0,1
2524,"['На', 'сайті', 'було', 'вказано', 'що', 'з', 'картки', 'знято', 'плату', 'за', 'першу', 'ніч']",['Nan'],"['На', 'сайті', 'було', 'вказано', 'що', 'з', 'картки', 'знято', 'плату', 'за', 'першу', 'ніч', 'проживання', 'Втім', 'коли', 'ми', 'приїхали', 'до', 'готелю', 'виявилося', 'що', 'сума', 'не', 'була', 'знята']",7.5,10.0,0
2525,['Все'],['Все'],['Nan'],10.0,10.0,1
2526,"['Всі', 'страви', 'які', 'повині', 'бути', 'гарячими', 'були', 'абсолютно', 'холодні']",['Nan'],"['Всі', 'страви', 'які', 'повині', 'бути', 'гарячими', 'були', 'абсолютно', 'холодні', 'WiFi', 'був', 'дуже', 'поганий']",7.1,10.0,0
2527,"['Номери', 'симпатичні', 'персонал', 'ввічливий']","['Номери', 'симпатичні', 'персонал', 'ввічливий']","['З', 'гарячою', 'водою', 'якісь', 'проблеми', 'контрастний', 'душ', 'вода', 'то', 'гаряча', 'то', 'холодна', 'Вигляд', 'з', 'вікна', 'на', 'будівництво', 'Парковка', 'мала']",8.3,10.0,0
2528,"['Розташування', 'комфорт', 'і', 'чистота', 'доброзичливий', 'персонал']","['Розташування', 'комфорт', 'і', 'чистота', 'доброзичливий', 'персонал', 'ресторану', 'сніданки', 'не', 'вибагливі', 'але', 'все', 'що', 'потрібно']","['Не', 'дуже', 'зручне', 'ліжко', 'шум', 'перфоратор', 'вранці', 'жили', 'на', '18', 'поверсі']",8.3,10.0,0
2529,"['Номери', 'чисті', 'меблі', 'нові', 'та', 'комфортні', 'приємна', 'гама', 'кольорів']","['Номери', 'чисті', 'меблі', 'нові', 'та', 'комфортні', 'приємна', 'гама', 'кольорів', 'в', 'дизайні', 'ду-у-уже', 'смачний', 'ресторан', 'з', 'адекватними', 'цінами']","['Персонал', 'неадекватно', 'ставиться', 'до', 'прохань', 'На', 'весь', 'готель', 'не', 'знайшлося', 'парасольки', 'аби', 'в', 'грозу', 'дійти', 'до', 'поруч', 'розташованого', 'ТЦ', 'внутрішнього', 'проходу', 'немає', 'Будьте', 'готові', 'чути', 'в', 'деталях', 'як', 'ваші', 'сусіди', 'відвідуватимуть', 'WC', 'шумоізоляції', 'скоріше', 'немає', 'ніж', 'вона', 'є']",7.9,10.0,0
2530,"['Загалом', 'все', 'окей']","['Загалом', 'все', 'окей']","['1', 'Вікно', 'не', 'зручне', 'бо', 'відкривається', 'лише', 'на', 'провітрювання', 'А', 'тому', 'було', 'жарко', 'в', 'номері', 'весь', 'час', 'Кондиціонер', 'не', 'дуже', 'допомагав', '2', 'шумно', 'місце', 'поряд', 'якісь', 'будівництва', 'і', 'море', 'на', 'так', 'гарно', 'видно', 'як', 'хотілося', 'б']",7.5,10.0,0
2531,"['привітний', 'персонал', 'на', 'ресепшені', 'чисті', 'номери', 'чудове']","['привітний', 'персонал', 'на', 'ресепшені', 'чисті', 'номери', 'чудове', 'розміщення', 'поруч', 'пляж', 'Аркадія', 'супермаркет', 'Сільпо', 'Чудовий', 'сигнал', 'Wi', 'Fi', 'в', 'номері']","['При', 'бронюванні', 'готелю', 'для', 'Genius', 'мандрівників', 'була', 'заявлена', 'безкоштовна', 'рання', 'реєстрація', 'заїзду', 'та', 'виїзду', 'По', 'факту', 'дана', 'послуга', 'надається', 'платно', 'Номера', 'Стандарт', 'розміщені', 'на', '4-5', 'поверсі', 'В', 'стандартному', 'номері', 'лише', 'одне', 'крісло', 'другій', 'людині', 'нікуди', 'сісти']",9.2,10.0,1
2532,"['розташування', 'поблизу', 'ТЦ', 'і', 'супермаркету']","['розташування', 'поблизу', 'ТЦ', 'і', 'супермаркету', 'вартість', 'прекрасна']","['розташування', 'від', 'аеропорту', 'незручно', 'розташування', 'від', 'центру', 'незручно', 'вид', 'з', 'вікна', 'на', 'багатоповерхівку']",9.2,10.0,1
2533,"['Готель', 'сучасний', 'краєвиди', 'з', 'вікна', 'теж', 'хороші', 'оформлення']","['Готель', 'сучасний', 'краєвиди', 'з', 'вікна', 'теж', 'хороші', 'оформлення', 'номеру', 'сподобалося']","['Персонал', 'ресторану', 'під', 'час', 'мого', 'сніданку', 'обговорював', 'якісь', 'внутрішня', 'проблеми', 'сплутали', 'замовлення', 'ніхто', 'не', 'вибачився', 'довго', 'чекав', 'на', 'те', 'що', 'я', 'замовив', 'залишилося', 'відчуття', 'що', 'ніхто', 'не', 'знає', 'за', 'що', 'відповідає', 'Мало', 'місця', 'на', 'паркінгу']",8.8,10.0,0
2534,"['Гарний', 'сніданок']","['Гарний', 'сніданок', 'затишно', 'в', 'номерах']","['В', 'готелі', 'зупинялися', 'на', '4', 'ночі', 'за', 'весь', 'час', 'прибирання', 'так', 'і', 'не', 'побачили', 'міняли', 'тільки', 'мішки', 'зі', 'сміттям', 'і', 'рушники', 'Дивно', 'що', 'одноразових', 'капців', 'в', 'бізнес', 'готелі', 'не', 'було']",7.9,10.0,0
2535,"['Відмінний', 'готель', 'супер', 'чисто', 'супер', 'шеф', 'на', 'кухні']","['Відмінний', 'готель', 'супер', 'чисто', 'супер', 'шеф', 'на', 'кухні']","['чекаємо', 'на', 'зручний', 'паркінг', 'Гадаю', 'прийшов', 'час', 'на', 'поповнення', 'лінійки', 'сухих', 'вин', 'українського', 'виробника', 'До', 'колоніста', 'Трубецького', 'Коблево', 'Конті', 'Бордо', 'Ріоха', 'не', 'дотягують']",9.6,10.0,1
