,title,pos,neg,ratingValue,bestRating,rate
448,"['Усе', 'сподобалося']","['Усе', 'сподобалося', 'Чистота', 'номер', 'зручності']","['Душ', 'не', 'щільно', 'закривається', 'тому', 'підлога', 'мокра', 'після']",9.6,10.0,1
449,['Номер'],['Номер'],"['Обслуговування', 'в', 'ресторані']",8.8,10.0,0
450,"['Класний', 'готель']","['Хороший', 'новий', 'готель', 'Мені', 'сподобався', 'стиль', ""інтер'єру""]","['На', 'рецепції', 'дівчинка', 'замість', 'того', 'що', 'б', 'спокійно', 'видати', 'мені', 'ключ', 'довго', 'переповідала', 'колезі', 'по', 'телефону', 'ужас', 'про', 'собак', 'які', 'жили', 'в', 'чиємусь', 'номері', 'такого', 'при', 'гостях', 'робити', 'не', 'варто']",10.0,10.0,1
451,"['Чудовий', 'затишний', 'готель']","['Чисто', 'стильний', 'свіжий', 'ремонт', 'чудове', 'розташування', 'комфортні', 'ліжка', 'й', 'матраци', 'хороший', 'завтрак', 'у', 'гарному', 'ресторані', 'ванна', 'кімната', 'в', 'ідеальному', 'стані']","['При', 'включеному', 'кондиціонері', 'все', 'одно', 'відчувався', 'потік', 'повітря', 'це', 'не', 'зовсім', 'комфортно']",10.0,10.0,1
452,"['Все', 'гарно']","['Хороший', 'готель', 'у', 'тихому', 'місці', 'в', 'самому', 'центрі', 'Персонал', 'привітний', 'Сніданок', 'добрий', 'але', 'не', 'вишуканий', 'За', 'каву', 'яку', 'приготували', 'нам', 'з', 'апарату', 'на', 'барі', 'додаткової', 'оплати', 'не', 'взяли', 'дякую', 'Ліжко', 'та', 'постіль', 'якісні', 'та', 'зручні', 'проте', 'для', 'літа', 'надто', 'тепла', 'ковдра']","['Трохи', 'незвичний', 'стиль', 'мабуть', 'скандинавський', 'Надто', 'багато', 'цегляних', 'стін', 'особливо', 'у', 'ресторані', 'що', 'робить', 'його', 'не', 'особливо', 'затишним', 'Мало', 'кольорових', 'акцентів', 'в', 'ресторані', 'наприклад', 'стільці', 'дивани', 'Все', 'гарно', 'але', 'надто', 'строго', 'Можливо', 'зимою', 'стиль', 'добре', 'впишеться', 'в', 'засніжене', 'місто', 'Ми', 'з', 'дружиною', 'не', 'змогли', 'вибрати', 'для', 'себе', 'підходящі', 'блюда', 'для', 'вечері', 'із', 'того', 'що', 'пропонує', 'ресторан']",9.6,10.0,1
453,"['Чудове', 'розташування', 'в', 'центрі', 'але', 'осторонь', 'від', 'натовпів']","['Чудове', 'розташування', 'в', 'центрі', 'але', 'осторонь', 'від', 'натовпів', 'туристів', 'Новий', 'готель', 'у', 'історичній', 'будівлі', 'високі', 'стелі', 'багато', 'світла', 'стильний', 'дизайн']","['Сніданок', 'практично', 'однаковий', 'за', 'асортиментом', 'протягом', '3', 'днів']",10.0,10.0,1
454,"['непогано', 'але', 'з', 'недоліками']","['Свіжий', 'ремонт', 'Сучасний', 'і', 'мінімалістичний', 'дизайн', 'Непогані', 'сніданки']","['Погана', 'звукоізоляція', 'дверей', 'номерів', 'Зранку', 'прокидалися', 'через', 'те', 'зо', 'хтось', 'на', 'поверсі', 'гупав', 'дверями', 'Хлопець', 'не', 'ресепшені', 'не', 'міг', 'справитись', 'з', 'оплатою', 'карткою', 'Намагався', 'провести', 'зіпсовану', 'як', 'з', 'магнітною', 'стрічкою', 'І', 'повертав', 'мені', 'зі', 'словами', 'не', 'проходить', 'оплата', 'Довелося', 'дзвонити', 'в', 'банк', 'щоб', 'консультант', 'йому', 'пояснив', 'як', 'само', 'працювати', 'за', 'картками', 'Дизайн', 'сподобається', 'не', 'всім', 'Деякі', 'кімнати', 'чисто', 'білі', 'як', 'у', 'лікарні', 'У', 'асортименті', 'сніданків', 'відсутні', 'яйця', 'омлети', 'А', 'це', 'ж', 'класичний', 'набор', 'для', 'сніданку']",6.3,10.0,0
455,"['Молодий', 'готель', 'вартий', 'уваги']","['Молодий', 'готель', 'вартий', 'уваги', 'Ми', 'були', 'приємно', 'здивовані', 'якістю']","['відчитувати', 'працівників', 'при', 'гостях', 'готелю', 'як', 'мінімум', 'не', 'професіонально', 'та', 'не', 'етично', 'ключі', 'можна', 'отримати', 'до', 'будь', 'якої', 'кімнати', 'Ми', 'просили', '108', 'а', 'отримали', '103', 'одна', 'карта', 'на', 'номер', 'в', 'якому', '4', 'ос', 'мало']",10.0,10.0,1
456,"['Однозначно', 'рекомендую']","['Надзвичайно', 'приємне', 'місце', 'невимушена', 'атмосфера', 'аромат', 'усього', 'нового', 'що', 'надихає', 'на', 'нові', 'звершення', 'Креативні', 'дизайнерські', 'рішення', 'приємно', 'дивують', 'якість', 'відчувається', 'у', 'кожній', 'деталі', 'меблі', 'постіль', 'сантехніка', 'усе', 'на', 'вищому', 'рівні', 'терасу', 'з', 'скляним', 'дахом', 'має', 'побачити', 'на', 'власні', 'очі', 'кожен', 'турист', 'Львова', 'Авторська', 'кухня', 'залишає', 'приємний', 'спогад', 'у', 'шлунку', 'а', 'солене', 'морозиво', 'досі', 'в', 'думках', ""обов'язково"", 'повернуся', 'і', 'коштуватиме', 'знову']","['Для', 'туристів', 'що', 'палять', 'можна', 'продумати', 'спеціальне', 'місце', 'принаймі', 'для', 'iQOS™', 'Відсутність', 'цілодобового', 'лоббі', 'бару', 'або', 'принаймі', 'місця', 'де', 'можна', 'посидіти', 'в', 'пізню', 'годину']",10.0,10.0,1
457,"['Новий', 'чистий', 'готель']","['Новий', 'чистий', 'готель', 'доброзичливий', 'персонал']","['Вікна', 'деяких', 'номерів', 'виходять', 'у', 'лаунж', 'бар', 'Немає', 'паркінгу']",9.2,10.0,1
458,"['Чудовий', 'дизайн', 'номерів', 'центральне', 'розташування', 'до']","['Чудовий', 'дизайн', 'номерів', 'центральне', 'розташування', 'до', 'оперного', 'театру', '5', 'хвилин', 'пішки', 'дуже', 'чисто', 'прибирають', 'щодня', 'Заселення', 'виселення', 'все', 'дуже', 'швидко', 'З', 'Інтернетом', 'проблем', 'не', 'було']","['У', 'номері', 'немає', 'води', 'міні', 'бар', 'нажаль', 'був', 'пустий', 'Одна', 'ковдра', 'на', 'двох']",8.8,10.0,0
459,"['Гарний', 'апарат', 'отель', 'в', 'центрі', 'міста', 'з', 'власним', 'паркінгом']","['Нова', 'будівля', 'в', 'центрі', 'міста', 'та', 'що', 'було', 'для', 'нас', 'надважливо', 'з', 'власним', 'паркінгом', 'в', 'підвалі', '+100', 'грн', 'доба', 'Наш', 'номер', 'був', 'не', 'великий', 'але', 'з', 'гарно', 'оформленим', ""інтер'єром"", 'Чисто', 'персонал', 'привітний', 'Готель', 'знаходиться', 'в', 'кількох', 'кварталах', 'від', 'центру', 'По', 'дорозі', 'є', 'великий', 'продуктовий', 'супермаркет', 'Магнус']","['Так', 'як', 'це', 'не', 'отель', 'а', 'апарат', 'отель', 'ресепшн', 'знаходиться', 'в', 'глибині', 'будівлі', 'і', 'його', 'не', 'одразу', 'можна', 'знайти', 'але', 'це', 'по', 'великому', 'рахунку', 'дрібниця', 'Коли', 'почали', 'митися', 'сток', 'душа', 'дуже', 'погано', 'спускав', 'воду', 'коли', 'виходили', 'повідомили', 'про', 'це', 'адміністратора', 'і', 'до', 'нашого', 'повернення', 'вже', 'все', 'працювало', 'На', 'столику', 'був', 'чайник', 'але', 'розетка', 'була', 'в', 'шафі', 'передпокою', 'Немає', 'прирічкових', 'розеток']",9.2,10.0,1
460,"['Дуже', 'привітний', 'і', 'ввічливий', 'персонал']","['Дуже', 'привітний', 'і', 'ввічливий', 'персонал', 'Номер', 'відповідає', 'фото', 'чистий', 'і', 'доглянутий']","['Підземний', 'паркінг', 'під', 'готелем', 'дуже', 'малий', 'Для', 'умілого', 'водія', 'проблем', 'не', 'виникне', 'але', 'великогабаритний', 'транспорт', 'важко', 'буде', 'розташувати', 'там']",10.0,10.0,1
461,"['винятково', 'комфортне', 'помешкання', 'відмінний', 'сервіс']","['у', 'будівлі', 'де', 'розташований', 'готель', 'є', 'бар', 'і', 'спортивна', 'зала', 'поблизу', 'багато', 'крамниць', 'магазинів', 'закладів', 'харчування', 'сервісів', 'до', 'площі', 'Ринок', '15', 'хвилин', 'пішки', 'розташування', 'швидка', 'процедура', 'поселення', 'на', 'місці', 'можливість', 'залишити', 'речі', 'після', 'виселення', 'до', ""від'їзду"", 'можливість', 'випрасувати', 'одяг', 'не', 'впевнені', 'чи', 'можливе', 'прання', 'речей', 'у', 'готелі', 'але', 'припускаємо', 'що', 'таку', 'послугу', 'гостям', 'надають', 'можливість', 'провітрювання', 'кімнати', 'наявність', 'протипожежних', 'датчиків', 'наявність', 'кількох', 'витяжок', 'наявність', 'хорошого', 'фена', 'для', 'сушіння', 'волосся', 'наявність', 'щітки', 'для', 'чищення', 'взуття', 'наявність', 'комплекту', 'рушників', 'халатів', 'і', 'капців', 'наявність', 'мила', 'парафованого', 'гелю', 'для', 'душу', 'шампуню', 'заміна', 'засобів', 'гігієни', 'та', 'рушників', 'раз', 'на', 'два', 'дні', 'дезінформовані', 'поверхні', 'у', 'ванній', 'кімнаті', 'простора', 'ванна', 'кімната', 'кілька', 'режимів', 'подавання', 'води', 'в', 'душевній', 'кабіні', 'звукоізоляція', 'оснащення', 'справними', 'розетками', 'можливість', 'змінити', 'інтенсивність', 'освітлення', 'наявність', 'дзеркал', 'наявність', 'чашок', 'блюдце', 'ложок', 'електричного', 'чайника', 'міні', 'холодильника', 'плаский', 'настінний', 'телевізор', 'із', 'підтримкою', 'телебачення', 'та', 'Netflix', 'високошвидкісний', 'інтернет', 'через', 'Wi', 'Fi', 'зручний', 'диван', 'велике', ""м'яке"", 'ліжко', 'чиста', 'й', 'свіжа', 'постільна', 'білизна', 'наявність', 'чотирьох', 'подушок', 'у', 'двомісному', 'номері', 'можливість', 'вийти', 'на', 'балкон', 'вишуканий', ""інтер'єр""]","['найважливіше', 'готель', 'не', 'забезпечує', 'харчуванням', 'і', 'питною', 'водою', 'в', 'номері', 'деякі', 'номери', 'мають', 'балкони', 'на', 'задньому', 'фасаді', 'звідки', 'видно', 'ремонт', 'дахів', 'сусідніх', 'будинків', 'і', 'непривабливий', 'куточок', 'двору', 'доводиться', 'затуляти', 'портьєри', 'вікна', 'щоб', 'уникати', 'цікавості', 'з', 'боку', 'ремонтників', 'і', 'гостей', 'із', 'сусідніх', 'номерів', 'які', 'виходять', 'на', 'балкон', 'нюанси', 'можливе', 'одно', 'чи', 'двохвилинний', 'нагрівання', 'води', 'в', 'душі', 'можлива', 'невідповідність', 'кольору', 'позначки', 'на', 'крані', 'й', 'температурного', 'режиму', 'води']",9.6,10.0,1
462,"['Чисто', 'все', 'необхідне', 'є', 'у', 'номері', 'зручні', 'матрац', 'та', 'подушки']","['Чисто', 'все', 'необхідне', 'є', 'у', 'номері', 'зручні', 'матрац', 'та', 'подушки', 'Гарне', 'розташування']","['Дуже', 'гучні', 'насоси', 'в', 'санвузла', 'чути', 'не', 'тільки', 'свій', 'санвузол', 'але', 'й', 'сусідні', 'Якщо', 'хтось', 'буде', 'митися', 'пів', 'ночі', 'то', 'сусіди', 'спати', 'не', 'будуть', 'Так', 'як', 'будівля', 'нова', 'то', 'ідуть', 'ремонти', 'на', 'поверхах', 'вище', 'і', 'шумом', 'перфоратор', 'можна', 'насолоджуватися', 'ще', 'до', '9', 'ранку']",8.8,10.0,0
463,"['Дуже', 'приємна', 'хостес', 'яка', 'швидко', 'реагувала', 'на', 'повідомлення']","['Дуже', 'приємна', 'хостес', 'яка', 'швидко', 'реагувала', 'на', 'повідомлення', 'Чистий', 'охайний', 'номер', 'з', 'комфортними', 'меблями', 'Симпатичний', 'дизайн', 'все', 'як', 'на', 'фото', 'Можна', 'було', 'залишити', 'на', 'кілька', 'годин', 'речі', 'після', 'виселення']","['Рецепція', 'готелю', 'розташована', 'на', '3', 'поверсі', 'будівлі', 'номери', 'в', 'різних', 'частинах', 'будівлі', 'Під', 'їзд', 'у', 'стані', 'ремонту', 'що', 'трохи', 'спантеличує', 'і', 'впливає', 'на', 'відчуття', 'комфорту', 'шумоізоляція', 'номеру', 'заслабка', 'і', 'трохи', 'підшукав', 'душ', 'Номер', 'новий', 'тому', 'поки', 'що', 'є', 'запах', 'ремонту']",8.8,10.0,0
464,"['Сподобався', 'номер', 'нові', 'меблі', 'та', 'дуже', 'привітний', 'персонал']","['Сподобався', 'номер', 'нові', 'меблі', 'та', 'дуже', 'привітний', 'персонал', 'Коли', 'я', 'зателефонувала', 'аби', 'мене', 'зорієнтували', 'як', 'знайти', 'вхід', 'все', 'детально', 'пояснили', 'це', 'дуже', 'приємно', 'Розмістити', 'мене', 'могли', 'навіть', 'раніше', 'ніж', 'я', 'планувала', 'речі', 'змогли', 'лишити', 'рано', 'вранці', 'за', 'це', 'окрема', 'подяка']","['Не', 'має', 'зауважень']",9.6,10.0,1
465,"['Рекомендую', 'оцінка', '10']","['Мені', 'довелося', 'пере', 'бронювати', 'дату', 'на', 'що', 'персонал', 'відповів', 'з', 'максимальною', 'зацікавленістю', 'у', 'вирішенні', 'цього', 'питання', 'і', 'було', 'все', 'зроблено', 'дуже', 'оперативно', 'Соломія', 'Дякую', 'За', 'добу', 'до', 'заселення', 'приходить', 'повідомлення', 'приблизний', 'час', 'прибуття', 'в', 'готель', 'В', 'зазначений', 'час', 'я', 'не', 'прибув', 'адміністратор', 'телефонує', 'і', 'питає', 'Де', 'пропали', 'Чи', 'не', 'заблукали', 'Якщо', 'виникнуть', 'питання', 'Як', 'добратись', 'звертайтесь', 'Т', 'турбота', 'приємно', 'Дуже', 'легко', 'дістатись', 'до', 'готелю', 'Номер', 'новий', 'наче', 'вчора', 'закінчили', 'капітальний', 'ремонт', 'слів', 'немає', 'Наступного', 'разу', 'пошук', 'готеля', 'буду', 'починати', ""обов'язково"", 'з', 'Opera', 'Center', 'Hotel']","['Шукав', 'мінуси', 'немає', 'все', 'супер']",10.0,10.0,1
466,"['В', 'цілому', 'непоганий', 'номер', 'в', 'новій', 'будівлі', 'Недавно', 'введений', 'в', 'експлуатацію', 'все', 'нове']","['Нове', 'приміщення', 'після', 'ремонту']","['Потрібно', 'відрегулювати', 'датчик', 'руху', 'на', 'вмикання', 'світла', 'в', 'коридорі', 'перед', 'номером', 'Всю', 'ніч', 'світломузичний', 'без', 'жодного', 'руху', 'Також', 'не', 'вистачає', 'підставки', 'для', 'чемодан', 'Місце', 'є', 'де', 'поставити', 'рекомендую', 'це', 'зробити']",9.2,10.0,1
467,"['Зручне', 'розташування']","['Зручне', 'розташування', 'Готель', 'неподалік', 'центру', 'Допомогли', 'забронювати', 'місце', 'для', 'парковки', 'авто', 'неподалік', 'готелю', 'На', 'парковці', 'є', 'охорона', 'та', 'відеонагляд', 'Місце', '75', 'грн', 'Сучасний', 'ремонт', 'Ми', 'були', 'приємно', 'вражені', 'Чистий', 'та', 'охайний', 'номер', 'комфортні', 'умови', 'проживання', 'починаючи', 'від', 'вхідних', 'дверей', 'закінчуючи', 'рушниками']","['Сталася', 'наступна', 'ситуація', 'Адміністратор', 'готелю', 'два', 'рази', 'перший', 'за', 'тиждень', 'другий', 'за', 'день', 'до', 'заселення', 'в', 'готель', 'писала', 'про', 'уточнення', 'приблизного', 'часу', 'прибуття', 'Ми', 'домовилися', 'що', 'о', '12', 'будемо', 'адміністратор', 'повідомлення', 'отримала', 'і', 'підтвердила', 'двічі', 'писала', 'що', 'о', '12', 'нас', 'чекатиме', 'номер', 'В', 'результаті', 'під', 'час', 'заселення', 'о', '12', 'нас', 'попросили', 'чекати', 'до', '14', 'зі', 'словами', 'Ну-у', 'значить', 'сталася', 'помилка', 'заселитися', 'о', '14', 'Навіть', 'елементарного', 'Вибачте', 'Дуже', 'не', 'приємно', 'Ще', 'одним', 'нюансом', 'для', 'нас', 'був', 'шум', 'Не', 'скажу', 'що', 'це', 'був', 'прямо', 'галас', 'та', 'спокійно', 'заснути', 'чесно', 'кажучи', 'заважало', 'Та', 'після', '01', '00', 'ночі', 'стало', 'тихо', 'Ремонтні', 'роботи', 'шумно', 'але', 'лише', 'вдень', 'З', '18', '00', 'вони', 'припиняли', 'роботу']",7.1,10.0,0
468,"['Єдиний', 'плюс', 'зручне', 'ліжко']","['Єдиний', 'плюс', 'зручне', 'ліжко']","['1', 'В', 'готелі', 'триває', 'ремонт', 'Тобто', 'якщо', 'ви', 'плануєте', 'поспати', 'до', '12', 'дня', 'у', 'вас', 'нічого', 'не', 'вийде', 'бо', 'в', '9', 'ранку', 'ви', 'почуєте', 'звуки', 'перфоратор', 'та', 'молотка', 'які', 'тривають', 'до', '10', 'вечора', '2', 'Власник', 'хам', '3', 'Ціни', 'завищено', 'взяла', 'номер', 'за', '2500', 'грн', 'і', 'отримала', 'непрацюючий', 'телевізор', 'ванну', 'кімнату', 'в', 'іншій', 'залі', 'тобто', 'щоб', 'помитися', 'мені', 'потрібно', 'було', 'йти', 'через', 'спільний', 'коридор', 'В', 'інших', 'готелях', 'за', 'таку', 'суму', 'в', 'вас', 'буде', 'включений', 'сніданок', 'та', 'як', 'мінімум', 'чай', 'чи', 'кава', 'в', 'номері', '4', 'Вид', 'з', 'вікна', 'на', 'будівлю', '1940', 'х', 'років', '5', 'Адміністрація', 'набридливих', 'У', 'нас', 'були', 'проблеми', 'з', 'конвертацією', 'валют', 'на', 'карті', 'і', 'не', 'могли', 'оплатити', 'Нам', 'адміністрація', 'писала', 'рано', 'в', 'обід', 'та', 'ввечері', 'щоб', 'ми', 'оплатили', 'Хоча', 'ми', 'не', 'можемо', 'виселитися', 'без', 'оплати', 'Сервіс', 'на', 'нулі']",2.9,10.0,-1
469,"['Непогано', 'але', 'в', 'такому', 'ж', 'самому', 'номері', 'не', 'зупинялася', 'б', 'знову']","['В', 'центрі', 'зручно', 'і', 'близько', 'Приємний', 'персонал', 'допомагає', 'при', 'будь', 'якому', 'запиті', 'Зручні', 'матраци', 'достатньо', 'швидкісний', 'WiFi']","['Ванна', 'кімната', 'була', 'окремою', 'але', 'в', 'спільному', 'коридорі', 'з', 'іншими', 'номерами', 'Доводилося', 'весь', 'час', 'користуватися', 'ключами', 'що', 'було', 'незручним', 'В', 'один', 'рівень', 'з', 'вікном', 'кімнати', 'назовні', 'була', 'цегляна', 'площадка', 'не', 'було', 'відчуття', 'комфорту', 'і', 'безпеки', 'бо', 'на', 'неї', 'виходять', 'інші', 'вікна', 'з', 'інших', 'квартир']",7.5,10.0,0
470,"['Нові', 'ремонт', 'та', 'меблі', 'близьке', 'розміщення', 'до', 'центру']","['Нові', 'ремонт', 'та', 'меблі', 'близьке', 'розміщення', 'до', 'центру', 'кондиціонер', 'телевізор', 'з', 'інтернетом', 'зручне', 'ліжко', 'чисто']","['звукоізоляція', 'мінімальна', 'чути', 'що', 'робиться', 'на', 'коридорі']",9.6,10.0,1
471,"['Чисто', 'тепло', 'комфортно']","['Чисто', 'тепло', 'комфортно']","['Загалом', 'все', 'гаразд', 'проте', 'при', 'поселенні', 'потрібно', 'робити', 'акцент', 'на', 'загальних', 'правилах', 'проживання', 'в', 'готелі', 'Вночі', 'було', 'надто', 'шумно', 'музика', 'і', 'гучна', 'лайка', 'п', 'яних', 'поляків', 'о', '00', '30', 'псують', 'усі', 'позитивні', 'враження']",6.7,10.0,0
472,"['Враження', 'позитивні', 'ціна', 'приємна', 'Чи', 'забронював', 'би', 'я', 'його', 'ще', 'раз', 'так']","['перше', 'враження', 'все', 'абсолютно', 'НОВЕ', 'розміщення', 'просто', 'супер', 'навіть', 'автомобіль', 'вдалось', 'близько', 'поставити', 'є', 'кондиціонер', 'холодильник', 'швидкісний', 'інтернет', 'TV', 'з', 'youtube', 'ванна', 'кімната', 'на', '5', 'полотен', 'рушники', 'халати', 'сушка']","['треба', 'бути', 'готовим', 'що', 'готель', 'розміщений', 'на', '3-му', 'поверсі', 'у', 'будівлі', 'де', 'ще', 'не', 'закінчений', 'ремонт', 'Як', 'мінімум', 'таке', 'враження', 'точно', 'склалось', 'відповідно', 'ліфт', 'не', 'працює', 'інколи', 'реально', 'почути', 'як', 'хтось', 'свердлить', 'зверху', 'надіюсь', 'це', 'просто', 'совпадает']",8.8,10.0,0
473,"['Класний', 'номер', 'свіжий', 'ремонт', 'зручне', 'велике', 'ліжко']","['Класний', 'номер', 'свіжий', 'ремонт', 'зручне', 'велике', 'ліжко', 'розкладний', 'Дівайн', 'був', 'номері', 'діти', 'спали', 'халати', 'тапочки', 'є', 'рушники', 'білосніжні', 'гаряча', 'вода', 'присутня', 'гель', 'та', 'шампунь', 'також', 'був', 'чайник', 'чашки', 'є', 'Дуже', 'все', 'сподобалось']","['Вид', 'з', 'вікна', 'трохи', 'шумний', 'насос', 'але', 'він', 'не', 'запрягав']",9.6,10.0,1
474,"['В', 'номерах', 'чисто', 'свіжий', 'ремонт']","['В', 'номерах', 'чисто', 'свіжий', 'ремонт']","['забилась', 'каналізація', 'все', 'сплило', 'на', 'поверхню', 'Хоча', 'це', 'сталось', 'о', '20', '00', 'ремонтувати', 'ніхто', 'не', 'квапився', 'На', 'рецепції', 'повідомили', 'що', 'нам', 'не', 'можна', 'користуватись', 'ні', 'душем', 'ні', 'умивальником', 'ні', 'туалетом', 'а', 'майстер', 'прийде', 'аж', 'на', 'наступний', 'день']",5.8,10.0,-1
475,"['Місце', 'розташування']","['Місце', 'розташування', 'Ціни', 'на', 'номери', 'дуже', 'помірні', 'зважаючи', 'на', 'те', 'що', 'це', 'майже', 'центр', 'міста', ""інтер'єр"", 'дуже', 'сподобався', 'та', 'було', 'чисто']","['персонал', 'бажав', 'би', 'кращого', 'адже', 'це', 'обличчя', 'готелю', 'попався', 'некомпетентний', 'адміністратор', 'звукоізоляція', 'жах', 'Ремонтні', 'роботи', 'увечері', 'ремонтні', 'роботи', 'зранку', 'в', '7', 'годині', 'Зверху', 'живуть', 'якісь', 'сусіди', 'які', 'просто', 'не', 'давали', 'спати', 'до', '2', 'ночі', 'адміністратору', 'було', 'зовсім', 'байдуже', 'на', 'прохання', 'вирішити', 'цю', 'проблему', 'Йому', 'взагалі', 'було', 'байдуже', 'на', 'все', 'склалось', 'таке', 'враження', 'і', 'було', 'дуже', 'не', 'приємно', 'пропадало', 'світло', 'і', 'не', 'працював', 'фен', 'гаряча', 'вода', 'з', 'перебоями', 'Відпочинок', 'зіпсовано']",5.4,10.0,-1
476,"['Розкішне', 'місце', 'розташування']","['Розкішне', 'місце', 'розташування', 'Всі', 'меблі', 'постіль', 'ремонт', 'новенькі', 'та', 'якісні']","['будівлі', 'ще', 'проходить', 'ремонт', 'тому', 'до', '19.00', 'було', 'шумно', 'потім', 'була', 'тишина', 'і', 'спокій', 'Не', 'дуже', 'добрий', 'wi', 'fi']",8.8,10.0,0
477,"['Зручне', 'розміщення', 'чистий', 'і', 'просторий', 'номер']","['Зручне', 'розміщення', 'чистий', 'і', 'просторий', 'номер', 'Гарний', 'номер', 'за', 'таку', 'ціну']","['в', 'квартирі', 'зверху', 'в', '6', 'ранку', 'почали', 'робити', 'ремонт', 'думаю', 'як', 'зроблять', 'то', 'таких', 'незручностей', 'не', 'буде']",8.8,10.0,0
478,"['Приємне', 'місце', 'перебування', 'у', 'центрі', 'міста']","['Розташування', 'чистота', 'в', 'номері', 'при', 'заїзді', 'номер', 'та', 'наповнення', 'ванні', 'аксесуари', 'халат', 'розмір', 'номера', 'дуже', 'зручне', 'ліжко']","['Дуже', 'гучна', 'вентиляція', 'при', 'кожному', 'увімкнені', 'води', 'навіть', 'при', 'сиві', 'води', 'навіть', 'у', 'сусіде', 'чує', 'весь', 'поверх', 'третій', 'поверх', 'без', 'ліфта', 'з', 'багажем', 'незручно']",7.5,10.0,0
479,"['Свіжий', 'ремонт', 'все', 'чисто', 'персонал', 'привітний', 'шумоізоляція']","['Свіжий', 'ремонт', 'все', 'чисто', 'персонал', 'привітний', 'шумоізоляція', 'хороша']","['Котел', 'та', 'газовий', 'лічильник', 'в', 'номері', 'плюс', 'щей', 'два', 'газоаналізатори', 'з', 'ярким', 'індикатором', 'що', 'світив', 'цілу', 'ніч', 'Котел', 'постійно', 'шуміти', 'включалася', 'турбіна', 'заснути', 'було', 'неможливо', 'ніколи', 'не', 'помиляєтесь', 'в', 'перший', 'номер']",5.8,10.0,-1
480,"[""інтер'єр"", 'розташування', 'в', 'номері', 'є', 'халати', 'тапочки', 'чайник']","[""інтер'єр"", 'розташування', 'в', 'номері', 'є', 'халати', 'тапочки', 'чайник', 'телевізор', 'відмінний', 'інтернет', 'просторий', 'душ', 'чистота']","['вночі', 'двічі', 'включалася', 'якась', 'сигналізація', 'в', 'номері', 'і', 'бойлер', 'дуже', 'голосно', 'працює', 'заважав', 'спати']",8.3,10.0,0
481,"['Комфортно', 'чисто', 'світло']","['Комфортно', 'чисто', 'світло', 'Наступного', 'разу', 'тільки', 'в', 'Opera', 'center', 'Apart', 'hotel']","['В', 'будинку', 'ще', 'йдуть', 'будівельні', 'роботи', 'але', 'на', 'якість', 'відпочинку', 'це', 'не', 'вплинуло']",10.0,10.0,1
482,"['Все', 'новий', 'ремонт', 'якісні', 'меблі', 'і', 'техніка']","['Все', 'новий', 'ремонт', 'якісні', 'меблі', 'і', 'техніка', 'Якщо', 'Ви', 'подорожуєте', 'на', 'декілька', 'днів', 'це', 'хороше', 'рішення', 'Буду', 'рекомендувати', 'друзям', 'та', 'знайомим']","['Не', 'можу', 'назвати', 'це', 'мінусом', 'але', 'в', 'номері', 'аж', 'занадто', 'гаряче', 'було', 'Опалення', 'в', 'номері', 'працювало', 'на', 'максимум']",10.0,10.0,1
483,"['в', 'цілому', 'готель', 'непоганий']","['готель', 'новий', 'дуже', 'чисто', 'і', 'охайно', 'широке', 'та', 'зручне', 'ліжко', 'приємні', 'дівчата', 'на', 'рецепції', 'які', 'вирішили', 'всі', 'наші', 'питання']","['трохи', 'шумно', 'коли', 'сусіди', 'вмикали', 'музику', 'дуже', 'погана', 'шумоізоляція', 'хоч', 'і', 'номер', 'був', 'не', 'зовсім', 'поруч', 'з', 'рецепцію', 'та', 'все', 'одно', 'модна', 'було', 'почути', 'про', 'що', 'говорить', 'адміністратор', 'по', 'телефону']",8.3,10.0,0
484,"['В', 'цілому', 'дуже', 'задоволені']","[""Інтер'єр"", 'для', 'відпочинку', 'в', 'нічний', 'час', 'відмінне', 'ліжко']","['Чути', 'періодично', 'двосторонні', 'звуки', 'на', 'протязі', '2', 'днів', 'а', 'також', 'в', 'нічний', 'час', 'постійно', 'чути', 'музику', 'наче', 'десь', 'далеко', 'але', 'чути', 'Скоріш', 'за', 'все', 'десь', 'неподалік', 'нічні', 'розваги']",10.0,10.0,1
485,"['Зручне', 'розташування']","['Зручне', 'розташування', 'Нова', 'споруда', 'привітний', 'персонал']","['В', 'номері', 'нажаль', 'не', 'працювали', 'телеканали', 'але', 'був', 'доступний', 'youtube']",10.0,10.0,1
486,['Розташування'],['Розташування'],"['Ванна', 'кімната', 'за', 'межами', 'номера']",7.9,10.0,0
487,['Раджу'],"['Дуже', 'привітний', 'персонал', 'дуже', 'чисто', 'зручне', 'розташування']","['Висока', 'теплопровідність']",10.0,10.0,1
488,"['Дуже', 'чисто', 'комфортне', 'ліжко']","['Дуже', 'чисто', 'комфортне', 'ліжко']","['Шум', 'від', 'ремонтів', 'сусідніх', 'квартир']",9.2,10.0,1
489,"['Чисто', 'гарно', 'комфортно', 'все', 'супер', 'рекомендую']","['Чисто', 'гарно', 'комфортно', 'все', 'супер', 'рекомендую']","['Немає', 'балкону', 'в', 'усіх', 'номерах']",9.6,10.0,1
490,"['Все', 'дуже', 'чисто', 'и', 'світло']","['Все', 'дуже', 'чисто', 'и', 'світло']","['Вигляд', 'з', 'балкона', 'в', 'бетонну', 'стіну', 'але', 'у', 'Львові', 'таке', 'часто', 'зустрічається']",10.0,10.0,1
